genus,species,taxid,method
Weissella,ceti,759620,automatic
Weissella,cibaria,137591,automatic
Weissella,confusa,1583,automatic
Weissella,halotolerans,1615,automatic
Weissella,koreensis,165096,automatic
Wenxinia,marina,390641,automatic
Wohlfahrtiimonas,chitiniclastica,400946,automatic
Wolbachia,endosymbiont of Culex quinquefasciatus,263437,automatic
Wolbachia,endosymbiont of Drosophila melanogaster,163164,automatic
Xanthomonas,albilineans,29447,automatic
Xanthomonas,alfalfae,366650,manual
Xanthomonas,arboricola,56448,automatic
Xanthomonas,axonopodis,53413,manual
Xanthomonas,campestris,339,manual
Xanthomonas,citri,346,automatic
Xanthomonas,euvesicatoria,456327,automatic
Xanthomonas,fuscans,366649,manual
Xanthomonas,gardneri,2754056,automatic
Xanthomonas,oryzae,347,automatic
Xanthomonas,perforans,442694,automatic
Xanthomonas,sacchari,56458,automatic
Xanthomonas,translucens,343,automatic
Xanthomonas,vasicola,56459,automatic
Xanthomonas,vesicatoria,56460,automatic
Xenorhabdus,bovienii,40576,automatic
Xenorhabdus,nematophila,628,automatic
Xylella,fastidiosa,2371,automatic
Yersinia,aldovae,29483,automatic
Yersinia,aleksiciae,263819,automatic
Yersinia,bercovieri,634,automatic
Yersinia,enterocolitica,630,automatic
Yersinia,frederiksenii,29484,automatic
Yersinia,intermedia,631,automatic
Yersinia,kristensenii,28152,automatic
Yersinia,mollaretii,33060,automatic
Yersinia,pekkanenii,1288385,automatic
Yersinia,pestis,632,automatic
Yersinia,pseudotuberculosis,633,automatic
Yersinia,rohdei,29485,automatic
Yersinia,ruckeri,29486,automatic
Yersinia,similis,367190,automatic
Yersinia,wautersii,1341643,automatic
Yokenella,regensburgei,158877,automatic
Zymomonas,mobilis,542,automatic
