id,base_threshold,final_threshold,coverage
1,0.99180126,0.9385006576776505,0.5102040816326531
2,0.9789365,0.9258639007806777,0.2916666666666667
3,0.2079285,0.20792849361896515,1.0
4,0.9470835,0.8186383843421936,0.5555555555555556
5,0.9955059,0.9435680896043777,0.4876543209876543
6,0.9952208,0.9456527173519134,0.5
7,0.0062548867,0.006254886742681265,1.0
8,0.012629652,0.01262965239584446,1.0
9,0.012571359,0.012571359053254128,1.0
10,1.0,0.934761917591095,0.1355271787353883
11,0.04109589,0.04109589010477066,1.0
12,0.023280092,0.02328009158372879,1.0
13,0.47705576,0.47705575823783875,1.0
14,0.9836249,0.9249713867902756,0.3469387755102041
15,0.011296396,0.011296396143734455,1.0
16,0.9560158,0.9279293328523636,0.5
17,0.24565972,0.2456597238779068,1.0
18,0.8897143,0.8897143006324768,1.0
19,0.9862934,0.9374700367450713,0.5
20,0.9992281,0.8953282803297042,0.2416
21,0.971282,0.9263947546482085,0.5138888888888888
22,0.40932602,0.4093260169029236,1.0
23,0.9718252,0.8809729158878326,0.5
24,0.4133103,0.41331028938293457,1.0
25,0.9782766,0.9370903134346008,0.3765432098765432
26,0.64772534,0.6477253437042236,1.0
27,0.26961666,0.26961666345596313,1.0
28,0.31771094,0.3177109360694885,1.0
29,0.65222996,0.6522299647331238,1.0
30,0.0076923077,0.007692307699471712,1.0
31,0.98080635,0.9273679584264755,0.52
32,0.955429,0.9321286559104919,0.5
33,0.57459503,0.574595034122467,1.0
34,0.9987957,0.9442837089300156,0.2709750566893424
35,0.33827025,0.33827024698257446,1.0
36,0.006045949,0.006045949179679155,1.0
37,0.26512167,0.2651216685771942,1.0
38,0.99856085,0.9398905038833618,0.6106821310965744
39,0.42754892,0.42754891514778137,1.0
40,0.008465609,0.008465608581900597,1.0
41,0.41984564,0.4198456406593323,1.0
42,0.009786209,0.009786209091544151,1.0
43,0.9530471,0.9256535977125168,0.52
44,0.009228375,0.009228374809026718,1.0
45,0.9990478,0.9348789036273956,0.8658041606701078
46,0.02257484,0.022574840113520622,1.0
47,0.96179575,0.9120935797691345,0.8347107438016529
48,0.9990564,0.9306383579969406,0.8694507193198433
49,0.009449071,0.009449071250855923,1.0
50,0.9315043,0.8978877037763595,0.7551020408163265
51,0.56311464,0.5631146430969238,1.0
52,0.98972297,0.9373199820518493,0.371900826446281
53,0.95969623,0.8435227751731872,0.9784971644612477
54,0.99726176,0.9362788289785384,0.5041322314049587
55,0.95610374,0.9290785819292068,0.38
57,0.96783215,0.9446604877710342,0.783569577808261
58,0.9682774,0.9261975884437561,0.5555555555555556
59,0.94217163,0.9360873818397522,0.8469387755102041
60,0.979642,0.926008066534996,0.745
61,0.9918033,0.9209223449230194,0.6775782348912941
63,0.9367951,0.9367951154708862,1.0
64,0.004160666,0.004160665906965733,1.0
65,0.37623763,0.3762376308441162,1.0
66,0.2114579,0.21145789325237274,1.0
67,0.64289635,0.6428963541984558,1.0
68,0.95925117,0.9290785819292068,0.7923875432525952
69,0.45568824,0.4556882381439209,1.0
70,0.033665657,0.03366565704345703,1.0
71,0.0005545082,0.0005545081803575158,1.0
72,0.2524214,0.25242140889167786,1.0
73,0.67622817,0.6762281656265259,1.0
74,0.598002,0.598002016544342,1.0
75,0.99800825,0.9316923081874847,0.2197644355070382
76,0.0076793605,0.007679360453039408,1.0
77,0.9843814,0.9140852302312851,0.5974253537497028
79,0.4764421,0.4764420986175537,1.0
80,0.9927323,0.9122543364763259,0.4090909090909091
81,0.006437768,0.00643776822835207,1.0
82,0.0070178905,0.007017890457063913,1.0
83,0.21330988,0.2133098840713501,1.0
84,0.9270978,0.9212276637554169,0.9111111111111111
85,0.35563973,0.3556397259235382,1.0
86,0.01045947,0.010459469631314278,1.0
87,0.9669746,0.9255605638027191,0.568359375
88,0.0048148762,0.004814876243472099,1.0
89,0.8020897,0.8020896911621094,1.0
90,0.9713598,0.9142671644687652,0.7796143250688705
91,0.12763001,0.12763001024723053,1.0
92,0.45460263,0.4546026289463043,1.0
93,0.51274985,0.5127498507499695,1.0
94,0.36277643,0.36277642846107483,1.0
95,0.43141645,0.43141645193099976,1.0
96,0.5115272,0.5115271806716919,1.0
97,0.96592236,0.9143504589796065,0.5
99,0.973221,0.9286960273981094,0.654320987654321
100,0.2949492,0.2949492037296295,1.0
101,0.0016273393,0.0016273392830044031,1.0
102,0.6630165,0.6630164980888367,1.0
103,0.13575482,0.13575482368469238,1.0
104,0.99537444,0.9446951985359191,0.5
105,0.99456984,0.9275382280349731,0.255
106,0.38668403,0.38668403029441833,1.0
107,0.38234165,0.3823416531085968,1.0
108,0.4151515,0.4151515066623688,1.0
109,0.003991403,0.00399140315130353,1.0
110,0.9800242,0.9275382280349731,0.5918367346938775
111,0.99875635,0.8999573826789855,0.8934102683588717
112,0.22060767,0.2206076681613922,1.0
113,0.00034287674,0.00034287673770450056,1.0
114,0.9724988,0.9419297188520431,0.52
115,0.9918111,0.917154386639595,0.8565823896430025
116,0.95658773,0.9441107213497162,0.8347107438016529
117,0.6112057,0.6112056970596313,1.0
118,0.6447668,0.6447668075561523,1.0
119,0.9895186,0.9171803772449493,0.9861624043808533
120,0.46475163,0.46475163102149963,1.0
121,0.5796024,0.5796024203300476,1.0
122,0.5262083,0.5262082815170288,1.0
123,0.9835469,0.9175290137529373,0.5
124,0.022768434,0.022768434137105942,1.0
125,0.36329553,0.3632955253124237,1.0
126,0.9930426,0.9172076135873795,0.315
128,0.90902114,0.9090211391448975,1.0
129,0.99423176,0.93701171875,0.5
130,0.9778782,0.8978877037763595,0.8230732395942811
131,0.5955998,0.5955997705459595,1.0
132,0.16934296,0.16934296488761902,1.0
133,0.012114686,0.012114685960114002,1.0
134,0.52934337,0.5293433666229248,1.0
135,0.00447669,0.004476690199226141,1.0
136,0.28044233,0.28044232726097107,1.0
137,0.97242725,0.9347003668546676,0.7688888888888888
138,0.6616403,0.6616402864456177,1.0
139,0.5145901,0.5145900845527649,1.0
140,0.77339524,0.7733952403068542,1.0
142,0.965135,0.8785912364721298,0.6572222222222223
143,0.40860775,0.40860775113105774,1.0
144,0.9963921,0.9442533016204834,0.5
145,0.98847836,0.8785912364721298,0.7508284023668639
146,0.0022087775,0.0022087774705141783,1.0
147,0.35966736,0.3596673607826233,1.0
148,0.9888502,0.9239853292703628,0.5537190082644629
150,0.94035167,0.9360712438821792,0.6326530612244898
151,0.5994478,0.5994477868080139,1.0
152,0.95557266,0.8818059176206589,0.7612821991541715
153,0.46896553,0.4689655303955078,1.0
154,0.83185625,0.8318562507629395,1.0
155,0.5902292,0.5902292132377625,1.0
156,0.98362255,0.9129171818494797,0.41358024691358025
157,0.8868819,0.880026552081108,0.9999512510236523
158,0.5219907,0.5219907164573669,1.0
159,0.00029312618,0.00029312618426047266,1.0
160,0.98677874,0.8941637992858886,0.8392980296873176
161,0.0,0.0,0.0014705882352941176
162,0.010695893,0.010695893317461014,1.0
163,0.9690404,0.933513405919075,0.6088888888888889
164,0.9761799,0.9184736222028732,0.625
165,0.9809267,0.9237202703952789,0.418668093449588
166,0.95268095,0.9349312812089919,0.5138888888888888
167,0.0006908122,0.0006908121868036687,1.0
168,0.9732014,0.9284255892038344,0.7532820280669986
169,0.96604276,0.9188278079032898,0.6094674556213018
170,0.9093285,0.9019255340099335,0.75
171,0.9943813,0.941651239991188,0.3046875
172,0.9950455,0.9116854310035705,0.3272437673130194
173,0.5708502,0.5708501935005188,1.0
174,0.68577874,0.6857787370681763,1.0
175,0.92015254,0.9201525449752808,1.0
176,0.1421848,0.1421847939491272,1.0
177,0.00056264066,0.0005626406637020409,1.0
178,0.98645025,0.9406545370817184,0.654320987654321
179,0.5909497,0.5909497141838074,1.0
180,0.012923077,0.012923076748847961,1.0
181,0.9889514,0.94199438393116,0.5
182,0.9933448,0.9416755318641662,0.3333333333333333
183,0.5021989,0.5021988749504089,1.0
184,0.93815964,0.9201703727245331,0.5102040816326531
185,0.0030734842,0.003073484171181917,1.0
186,0.011829492,0.011829491704702377,1.0
187,0.8921292,0.8921291828155518,1.0
188,0.99111515,0.9221957147121429,0.7315976331360947
189,0.00048297513,0.0004829751269426197,1.0
