db_id,taxid,name,genus_id,ngenomes,migration_src_idxs1,migration_single_src,migration_identical,migration_1to1
1550,29485,Yersinia rohdei,165,6,1433,True,True,True
1552,29486,Yersinia ruckeri,165,9,1434,True,True,True
1708,1341643,Yersinia wautersii,165,3,1436,True,True,True
1741,367190,Yersinia similis,165,4,1435,True,True,True
656,636,Edwardsiella tarda,166,5,436,True,True,True
1151,67780,Edwardsiella ictaluri,166,3,435,True,True,True
1300,1821960,Edwardsiella anguillarum,166,4,434,True,True,True
1183,379347,Epibacterium mobile,167,2,1132,True,True,True
657,644,Aeromonas hydrophila,168,29,68,True,True,True
658,645,Aeromonas salmonicida,168,11,71,True,True,True
659,648,Aeromonas caviae,168,9,64,True,True,True
660,650,Aeromonas jandaei,168,2,69,True,True,True
661,651,Aeromonas media,168,4,70,True,True,True
662,652,Aeromonas schubertii,168,3,72,True,True,True
664,654,Aeromonas veronii,168,27,74,True,True,True
665,656,Aeromonas allosaccharophila,168,3,63,True,True,True
1193,633417,Aeromonas taiwanensis,168,2,73,True,True,True
1268,502790,Aeromonas diversa,168,2,66,True,True,True
1553,29489,Aeromonas enteropelogenes,168,3,67,True,True,True
1848,196024,Aeromonas dhakensis,168,2,65,True,True,True
1201,2702,Gardnerella vaginalis,169,42,521,True,True,True
1031,435910,Franconibacter pulveris,170,4,512,True,True,True
1574,357240,Franconibacter helveticus,170,4,511,True,True,True
666,661,Photobacterium angustum,171,14,962,True,True,True
768,1295392,Photobacterium gaetbulicola,171,2,964,True,True,True
1510,553611,Photobacterium leiognathi,171,6,967,True,True,True
1629,38293,Photobacterium damselae,171,2,963,True,True,True
1780,56192,Photobacterium iliopiscarium,171,2,965,True,True,True
1799,318456,Photobacterium kishitanii,171,6,966,True,True,True
497,696485,Vibrio owensii,172,6,1383,True,True,True
578,246167,Vibrio crassostreae,172,14,1370,True,True,True
667,663,Vibrio alginolyticus,172,18,1363,True,False,False
669,666,Vibrio cholerae,172,440,"1362, 1368",False,False,False
671,669,Vibrio harveyi,172,27,1374,True,True,True
672,670,Vibrio parahaemolyticus,172,474,1384,True,True,True
675,674,Vibrio mimicus,172,10,1377,True,True,True
676,672,Vibrio vulnificus,172,37,1392,True,True,True
677,676,Vibrio fluvialis,172,4,1372,True,True,True
678,680,Vibrio campbellii,172,17,1367,True,True,True
680,689,Vibrio mediterranei,172,2,1387,True,True,True
681,691,Vibrio natriegens,172,3,1378,True,True,True
683,693,Vibrio nereis,172,2,1380,True,True,True
955,50719,Vibrio diabolicus,172,3,1363,True,False,False
1154,379097,Vibrio sinaloensis,172,4,1388,True,True,True
1176,190893,Vibrio coralliilyticus,172,6,1369,True,True,True
1177,190895,Vibrio rotiferianus,172,3,1386,True,True,True
1223,1534743,Vibrio hyugaensis,172,3,1375,True,True,True
1278,1461322,Vibrio renipiscarius,172,2,1385,True,True,True
1363,28173,Vibrio nigripulchritudo,172,14,1381,True,True,True
1364,28175,Vibrio orientalis,172,2,1382,True,True,True
1462,553239,Vibrio breoganii,172,3,1366,True,True,True
1509,512649,Vibrio azureus,172,2,1365,True,True,True
1554,29494,Vibrio furnissii,172,3,1373,True,True,True
1555,29495,Vibrio navarrensis,172,4,1379,True,True,True
1556,29497,Vibrio splendidus,172,16,1389,True,True,True
1557,29498,Vibrio tubiashii,172,3,1391,True,True,True
1714,55601,Vibrio anguillarum,172,4,1364,True,True,True
1768,47951,Vibrio cyclitrophicus,172,21,1371,True,True,True
1788,1481663,Vibrio metoecus,172,5,1376,True,True,True
1877,212663,Vibrio tasmaniensis,172,5,1390,True,False,True
1734,39483,Faecalitalea cylindroides,173,2,495,True,True,True
1756,1079994,Leucobacter chromiiresistens,174,2,745,True,True,True
488,401562,Aureimonas ureilytica,175,4,114,True,True,True
1207,428712,Jonquetella anthropi,176,2,581,True,True,True
937,1510,Thermoclostridium stercorarium,177,2,1135,True,True,True
940,1515,Hungateiclostridium thermocellum,178,7,1137,True,True,True
1152,288965,Hungateiclostridium clariflavum,178,2,1133,True,True,True
1208,2743,Marinobacter hydrocarbonoclasticus,179,2,775,True,True,True
1513,504487,Jejuia pallidilutea,180,3,579,True,True,True
1493,258591,Halomonas anticariensis,181,2,554,True,True,True
1777,1178482,Halomonas huangheensis,181,2,555,True,True,True
525,147709,Carnobacterium inhibens,182,2,324,True,True,True
1209,2748,Carnobacterium divergens,182,2,323,True,True,True
1210,2751,Carnobacterium maltaromaticum,182,6,326,True,True,True
1529,545534,Carnobacterium jeotgali,182,2,325,True,True,True
684,703,Plesiomonas shigelloides,183,2,974,True,True,True
1466,69974,Mesorhizobium plurifarium,184,3,782,True,True,True
1761,39645,Mesorhizobium ciceri,184,4,781,True,True,True
647,90736,Moritella marina,185,2,804,True,True,True
1212,2756,Brochothrix thermosphacta,186,2,275,True,True,True
689,715,Actinobacillus pleuropneumoniae,187,23,47,True,True,True
690,716,Actinobacillus suis,187,2,48,True,True,True
692,726,Haemophilus haemolyticus,188,6,548,True,True,True
693,727,Haemophilus influenzae,188,109,549,True,True,True
695,729,Haemophilus parainfluenzae,188,16,551,True,True,True
701,735,Haemophilus parahaemolyticus,188,2,550,True,True,True
1613,1078480,Haemophilus sputorum,188,2,552,True,True,True
1282,543877,Altererythrobacter marensis,189,2,84,True,True,True
475,56,Sorangium cellulosum,190,4,1186,True,True,True
1074,198467,Anoxybacillus gonensis,191,2,100,True,True,True
844,83219,Sulfitobacter mediterraneus,192,2,1306,True,True,True
1285,421000,Sulfitobacter donghicola,192,2,1305,True,True,True
704,747,Pasteurella multocida,193,36,946,True,True,True
1217,305900,Endozoicomonas elysicola,194,2,445,True,True,True
1292,1027273,Endozoicomonas montiporae,194,2,446,True,True,True
1568,29546,Lawsonia intracellularis,195,2,713,True,True,True
478,999544,Salinispora vitiensis,196,2,1149,True,False,False
479,999545,Salinispora mooreana,196,3,1149,True,False,False
986,1050199,Salinispora oceanensis,196,3,1149,True,False,False
1527,168697,Salinispora arenicola,196,44,1148,True,True,True
1528,168695,Salinispora tropica,196,11,1150,True,True,True
1747,1137263,Salinispora fenicalii,196,2,1149,True,False,False
1792,351187,Salinispora pacifica,196,27,1149,True,False,False
708,770,Anaplasma marginale,197,14,97,True,True,True
749,948,Anaplasma phagocytophilum,197,21,98,True,True,True
709,58116,Glycomyces tenuis,198,2,537,True,True,True
1785,359359,Smaragdicoccus niigatensis,199,2,1182,True,True,True
539,33044,Bartonella doshiae,200,2,187,True,True,True
541,33045,Bartonella grahamii,200,2,189,True,True,True
542,33047,Bartonella vinsonii,200,5,195,True,True,True
710,774,Bartonella bacilliformis,200,15,183,True,True,True
720,803,Bartonella quintana,200,14,191,True,True,True
721,807,Bartonella elizabethae,200,3,188,True,True,True
1388,85701,Bartonella tribocorum,200,2,194,True,True,True
1576,373638,Bartonella tamiae,200,2,193,True,True,True
1579,111504,Bartonella birtlesii,200,5,184,True,True,True
1639,38323,Bartonella henselae,200,11,190,True,True,True
1720,186739,Bartonella washoeensis,200,2,196,True,True,True
1810,56426,Bartonella clarridgeiae,200,2,186,True,True,True
1863,155194,Bartonella bovis,200,2,185,True,True,True
1888,270250,Bartonella rattimassiliensis,200,2,192,True,True,True
711,777,Coxiella burnetii,201,25,397,True,True,True
514,467174,Rickettsia hoogstraalii,202,2,1114,True,True,True
713,781,Rickettsia conorii,202,3,1112,True,True,True
714,782,Rickettsia prowazekii,202,12,1117,True,True,True
715,783,Rickettsia rickettsii,202,10,1119,True,True,True
717,785,Rickettsia typhi,202,3,1122,True,True,True
718,787,Rickettsia australis,202,2,1109,True,True,True
719,788,Rickettsia canadensis,202,2,1111,True,True,True
804,33989,Rickettsia amblyommatis,202,4,1108,True,True,True
805,33990,Rickettsia bellii,202,4,1110,True,True,True
806,33992,Rickettsia rhipicephali,202,2,1118,True,True,True
1082,42862,Rickettsia felis,202,4,1113,True,True,True
1245,35790,Rickettsia japonica,202,2,1115,True,True,True
1247,35792,Rickettsia parkeri,202,4,1116,True,True,True
1248,35793,Rickettsia sibirica,202,3,1120,True,True,True
1249,35794,Rickettsia slovaca,202,2,1121,True,True,True
1674,669502,Candidatus Profftella armatura,203,2,1021,True,True,True
1222,92945,Ketogulonicigenium vulgare,204,3,583,True,True,True
1543,29466,Veillonella parvula,205,5,1360,True,True,True
1773,39777,Veillonella atypica,205,4,1358,True,True,True
1786,187328,Veillonella montpellierensis,205,2,1359,True,True,True
1874,81569,Ruegeria atlantica,206,2,1131,True,True,True
1545,365349,Pelosinus fermentans,207,3,957,True,True,True
1226,133926,Olsenella uli,208,3,900,True,True,True
722,813,Chlamydia trachomatis,209,115,338,True,True,True
991,83554,Chlamydia psittaci,209,48,337,True,True,True
992,83555,Chlamydia abortus,209,3,333,True,True,True
994,83558,Chlamydia pneumoniae,209,10,336,True,True,True
996,83560,Chlamydia muridarum,209,15,334,True,True,True
1425,85991,Chlamydia pecorum,209,12,335,True,True,True
781,574560,Photorhabdus temperata,210,3,969,True,False,True
1551,29488,Photorhabdus luminescens,210,5,968,True,False,False
1750,2218628,Photorhabdus laumondii,210,2,968,True,False,False
723,817,Bacteroides fragilis,211,99,168,True,True,True
724,818,Bacteroides thetaiotaomicron,211,6,179,True,True,True
725,820,Bacteroides uniformis,211,9,180,True,True,True
765,246787,Bacteroides cellulosilyticus,211,5,163,True,True,True
1144,329854,Bacteroides intestinalis,211,2,171,True,True,True
1159,338188,Bacteroides finegoldii,211,2,167,True,True,True
1185,477666,Bacteroides graminisolvens,211,2,170,True,True,True
1236,371601,Bacteroides xylanisolvens,211,4,182,True,True,True
1341,28111,Bacteroides eggerthii,211,3,166,True,True,True
1344,28116,Bacteroides ovatus,211,11,174,True,True,True
1558,291644,Bacteroides salyersiae,211,3,177,True,True,True
1559,291645,Bacteroides nordii,211,2,173,True,True,True
1636,46506,Bacteroides stercoris,211,3,178,True,True,True
1735,47678,Bacteroides caccae,211,2,162,True,True,True
1805,310300,Bacteroides pyogenes,211,5,176,True,True,True
1870,392838,Bacteroides propionicifaciens,211,2,175,True,True,True
1899,376806,Bacteroides gallinarum,211,2,169,True,True,True
1730,154046,Hungatella hathewayi,212,3,572,True,True,True
872,83262,Mycobacteroides immunogenum,213,13,817,True,True,True
1424,36809,Mycobacteroides abscessus,213,241,806,True,True,True
1895,360411,Bellilinea caldifistulae,214,2,197,True,True,True
615,229920,Leptolinea tardivitalis,215,2,729,True,True,True
729,831,Butyrivibrio fibrisolvens,216,6,304,True,True,True
1164,43305,Butyrivibrio proteoclasticus,216,2,305,True,True,True
730,833,Fibrobacter succinogenes,217,2,497,True,True,True
685,393921,Porphyromonas crevioricanis,218,4,982,True,True,True
732,837,Porphyromonas gingivalis,218,18,983,True,True,True
762,41976,Porphyromonas catoniae,218,2,981,True,True,True
1306,281920,Porphyromonas uenonis,218,2,987,True,True,True
1343,28115,Porphyromonas macacae,218,5,986,True,True,True
1346,28123,Porphyromonas asaccharolytica,218,2,978,True,True,True
1432,36874,Porphyromonas cangingivalis,218,3,979,True,True,True
1433,36875,Porphyromonas canoris,218,2,980,True,True,True
1484,111105,Porphyromonas gulae,218,12,985,True,True,True
1491,266762,Porphyromonas gingivicanis,218,2,984,True,True,True
733,840,Prevotella loescheii,219,3,1005,True,True,True
802,419005,Prevotella amnii,219,5,990,True,True,True
850,189722,Prevotella marshii,219,2,1007,True,True,True
853,189723,Prevotella micans,219,3,1008,True,True,True
856,83231,Prevotella brevis,219,2,993,True,True,True
896,386414,Prevotella timonensis,219,5,1018,True,True,True
1170,76123,Prevotella enoeca,219,2,1001,True,True,True
1192,305719,Prevotella baroniae,219,3,991,True,True,True
1232,633701,Prevotella saccharolytica,219,2,1016,True,True,True
1267,52227,Prevotella dentalis,219,2,998,True,True,True
1303,77095,Prevotella bryantii,219,2,994,True,True,True
1347,28125,Prevotella bivia,219,7,992,True,True,True
1348,28126,Prevotella buccae,219,2,995,True,True,True
1349,28127,Prevotella buccalis,219,2,996,True,True,True
1350,28128,Prevotella corporis,219,3,997,True,True,True
1351,28129,Prevotella denticola,219,5,999,True,True,True
1352,28130,Prevotella disiens,219,4,1000,True,True,True
1353,28131,Prevotella intermedia,219,4,1004,True,True,True
1354,28133,Prevotella nigrescens,219,3,1010,True,True,True
1355,28134,Prevotella oralis,219,3,1011,True,True,True
1356,28135,Prevotella oris,219,4,1012,True,True,True
1357,28136,Prevotella oulorum,219,2,1013,True,True,True
1358,28137,Prevotella veroralis,219,3,1019,True,True,True
1373,470565,Prevotella histicola,219,3,1003,True,True,True
1423,77768,Prevotella albensis,219,2,989,True,True,True
1585,185294,Prevotella paludivivens,219,2,1014,True,True,True
1630,439703,Prevotella maculosa,219,3,1006,True,True,True
1725,407975,Prevotella pleuritidis,219,2,1015,True,True,True
1825,228604,Prevotella salivae,219,2,1017,True,True,True
1867,589436,Prevotella fusca,219,2,1002,True,True,True
1893,425941,Prevotella nanceiensis,219,2,1009,True,True,True
1862,400946,Wohlfahrtiimonas chitiniclastica,220,4,1401,True,True,True
570,360807,Roseburia inulinivorans,221,2,1124,True,True,True
1835,1547597,Sanguibacteroides justesenii,222,2,1154,True,True,True
734,849,Fusobacterium gonidiaformans,223,2,515,True,True,True
735,851,Fusobacterium nucleatum,223,34,518,True,True,True
737,859,Fusobacterium necrophorum,223,29,517,True,True,True
738,861,Fusobacterium ulcerans,223,2,519,True,True,True
1101,1583098,Fusobacterium hwasookii,223,8,516,True,True,True
491,159,Brachyspira hyodysenteriae,224,21,259,True,True,True
1310,52584,Brachyspira pilosicoli,224,4,260,True,True,True
1231,76636,Mycetocola saprophilus,225,2,805,True,True,True
739,870,Dichelobacter nodosus,226,2,423,True,True,True
731,58180,Desulfovibrio alaskensis,227,2,418,True,True,True
741,879,Desulfovibrio gigas,227,2,419,True,True,True
742,881,Desulfovibrio vulgaris,227,3,421,True,True,True
1190,191026,Desulfovibrio hydrothermalis,227,2,420,True,True,True
1569,29549,Rhodothermus marinus,228,3,1105,True,True,True
477,311410,Labrenzia alba,229,3,602,True,True,True
1305,388408,Labrenzia alexandrii,229,2,603,True,True,True
1197,84590,Taylorella asinigenitalis,230,2,1315,True,True,True
1577,29575,Taylorella equigenitalis,230,5,1316,True,True,True
1784,187327,Acidaminococcus intestini,231,2,9,True,True,True
1892,884684,Mageeibacillus indolicus,232,2,770,True,True,True
743,907,Megasphaera elsdenii,233,4,777,True,True,True
1710,55508,Janthinobacterium agaricidamnosum,234,2,578,True,True,True
1654,906888,Nonlabens ulvanivorans,235,6,888,True,True,True
1736,39486,Dorea formicigenerans,236,2,431,True,True,True
632,575,Raoultella planticola,237,4,1084,True,True,True
1589,54291,Raoultella ornithinolytica,237,7,1083,True,True,True
747,940,Hydrogenobacter thermophilus,238,2,573,True,True,True
712,779,Ehrlichia ruminantium,239,4,441,True,True,True
748,945,Ehrlichia chaffeensis,239,9,439,True,True,True
1250,35795,Ehrlichia muris,239,2,440,True,True,True
840,263437,Wolbachia endosymbiont of Culex quinquefasciatus,240,2,1402,True,True,True
1837,163164,Wolbachia endosymbiont of Drosophila melanogaster,240,2,1403,True,True,True
750,336828,Rhodonellum psychrophilum,241,2,1101,True,True,True
752,964,Herbaspirillum seropedicae,242,2,570,True,True,True
1751,211589,Herbaspirillum chlorophenolicum,242,2,568,True,True,True
1790,80842,Herbaspirillum rubrisubalbicans,242,4,569,True,True,True
703,738,Glaesserella parasuis,243,24,547,True,True,True
1420,135083,Selenomonas noxia,244,2,1159,True,True,True
1454,69823,Selenomonas sputigena,244,2,1160,True,True,True
1767,416586,Selenomonas bovis,244,2,1158,True,True,True
1854,671224,Selenomonas artemidis,244,2,1157,True,True,True
1246,314319,Prolixibacter bellariivorans,245,2,1022,True,True,True
758,41950,Candidatus Microthrix parvicella,246,2,796,True,True,True
964,1589,Lactobacillus pentosus,247,2,683,True,True,True
965,1590,Lactiplantibacillus plantarum,247,83,684,True,True,True
1279,60520,Lactobacillus paraplantarum,247,3,681,True,True,True
1878,483011,Lactobacillus fabifermentans,247,2,636,True,True,True
1858,220697,Thalassospira xiamenensis,248,3,1326,True,True,True
1587,447471,Simiduia agarivorans,249,2,1177,True,True,True
1399,118562,Arthrospira platensis,250,3,107,True,True,True
1265,35833,Bilophila wadsworthia,251,2,237,True,True,True
763,1018,Capnocytophaga ochracea,252,4,322,True,True,True
1368,28188,Capnocytophaga canimorsus,252,4,319,True,True,True
1369,28189,Capnocytophaga cynodegmi,252,4,321,True,True,True
1650,1848903,Capnocytophaga canis,252,3,320,True,True,True
1616,398555,Agrilactobacillus composti,253,2,627,True,True,True
884,148814,Lactobacillus kunkeei,254,16,662,True,True,True
973,83526,Lactobacillus paralimentarius,255,4,680,True,True,True
975,1612,Lactobacillus farciminis,255,2,637,True,True,True
1130,460870,Lactobacillus nodensis,255,3,670,True,True,True
1668,194326,Lactobacillus versmoldensis,255,2,706,True,True,True
1822,392416,Lactobacillus crustorum,255,2,630,True,True,True
883,640331,Lactobacillus florum,256,3,641,True,True,True
977,1614,Lactobacillus fructivorans,256,5,642,True,True,True
984,1625,Lactobacillus sanfranciscensis,256,2,694,True,True,True
1455,53444,Lactobacillus lindneri,256,2,663,True,True,True
1005,231049,Lactobacillus rossiae,257,3,689,True,True,True
1836,679249,Lactobacillus floricola,258,2,640,True,True,True
1679,309120,Dialister micraerophilus,259,2,422,True,True,True
622,164393,Lactobacillus fuchuensis,260,2,643,True,True,True
968,1599,Lactobacillus sakei,260,7,692,True,True,True
1318,28038,Lactobacillus curvatus,260,3,631,True,True,True
957,1580,Lactobacillus brevis,261,14,621,True,True,True
1323,216463,Lactobacillus spicheri,261,2,700,True,True,True
1359,380393,Lactobacillus namurensis,261,2,668,True,True,True
1582,357278,Lactobacillus parabrevis,261,3,675,True,True,True
1802,637971,Lactobacillus koreensis,261,2,661,True,True,True
970,1601,Ligilactobacillus agilis,262,2,615,True,True,True
972,1605,Lactobacillus animalis,262,3,618,True,True,True
981,1622,Lactobacillus murinus,262,3,667,True,True,True
982,1623,Lactobacillus ruminis,262,10,690,True,True,True
983,1624,Ligilactobacillus salivarius,262,14,693,True,True,True
1075,395085,Lactobacillus ceti,262,2,625,True,True,True
1328,396716,Lactobacillus hayakitensis,262,2,649,True,True,True
1422,307126,Lactobacillus apodemi,262,2,620,True,True,True
1699,137357,Lactobacillus equi,262,3,633,True,True,True
1781,228229,Lactobacillus saerimneri,262,3,691,True,True,True
1796,89059,Lactobacillus acidipiscis,262,3,613,True,True,True
1811,449659,Lactobacillus pobuzihii,262,3,685,True,True,True
587,238015,Liquorilactobacillus vini,263,3,707,True,True,True
979,1618,Lactobacillus mali,263,3,665,True,True,True
1234,519050,Lactobacillus sucicola,263,2,701,True,True,True
974,1610,Lactobacillus coryniformis,264,5,628,True,True,True
1539,152335,Lactobacillus suebicus,265,2,702,True,True,True
1604,1193095,Lactobacillus hokkaidonensis,265,2,652,True,True,True
779,304207,Lactobacillus harbinensis,266,2,648,True,True,True
798,33960,Lactobacillus collinoides,267,3,626,True,True,True
1227,240427,Lactobacillus paracollinoides,267,2,678,True,True,True
1449,176292,Lactobacillus malefermentans,267,2,664,True,True,True
1586,414682,Lactobacillus similis,267,2,699,True,True,True
958,1581,Lactobacillus buchneri,268,3,622,True,True,True
963,1588,Lactobacillus hilgardii,268,2,651,True,True,True
1538,152331,Lactobacillus parabuchneri,268,3,676,True,True,True
1659,390841,Lactobacillus farraginis,268,2,638,True,True,True
1660,390842,Lactobacillus parafarraginis,268,3,679,True,True,True
1728,481720,Lactobacillus otakiensis,268,2,672,True,True,True
1729,481722,Lactobacillus kisonensis,268,2,659,True,True,True
518,33007,Winkia neuii,269,2,54,True,True,True
1658,874156,Erythrobacter marinus,270,2,487,True,True,True
1065,321318,Dietzia cinnamea,271,2,429,True,True,True
579,408,Methylorubrum extorquens,272,5,786,True,True,True
526,256,Myroides odoratus,273,2,863,True,True,True
1270,76832,Myroides odoratimimus,273,8,862,True,True,True
1775,703342,Myroides marinus,273,3,861,True,True,True
1594,54307,Planktothrix prolifica,274,2,972,True,True,True
1271,93218,Pandoraea apista,275,4,918,True,True,True
1273,93220,Pandoraea pnomenusa,275,7,919,True,True,True
1688,202789,Actinobaculum massiliense,276,2,49,True,True,True
769,82981,Leminorella grimontii,277,2,728,True,True,True
770,1061,Rhodobacter capsulatus,278,9,1093,True,True,True
771,1063,Rhodobacter sphaeroides,278,7,1094,True,True,True
772,82987,Tatumella ptyseos,279,2,1314,True,True,True
1791,105425,Streptacidiphilus albus,280,2,1228,True,True,True
959,1582,Lactobacillus casei,281,13,624,True,True,True
966,1597,Lacticaseibacillus paracasei,281,35,677,True,True,True
985,1626,Lactobacillus sharpeae,281,2,698,True,True,True
1189,944671,Lactobacillus nasuensis,281,2,669,True,True,True
1548,381741,Lactobacillus thailandensis,281,2,703,True,True,True
1549,381742,Lacticaseibacillus camelliae,281,2,623,True,True,True
1661,931533,Lactobacillus saniviri,281,2,695,True,True,True
1742,47715,Lactobacillus rhamnosus,281,54,688,True,True,True
1856,171523,Lactobacillus pantheris,281,3,674,True,True,True
776,1085,Rhodospirillum rubrum,282,2,1104,True,True,True
1194,68170,Lentzea aerocolonigenes,283,2,714,True,True,True
1137,370776,Arenimonas composti,284,2,105,True,True,True
1723,498055,Arenimonas oryziterrae,284,2,106,True,True,True
674,673,Grimontia hollisae,285,2,546,True,True,True
1096,2033,Microbacterium testaceum,286,4,793,True,True,True
1301,273677,Microbacterium oleivorans,286,2,792,True,True,True
1307,347481,Asticcacaulis benevestitus,287,2,108,True,True,True
1690,145458,Rathayibacter toxicus,288,4,1085,True,True,True
533,33035,Blautia producta,289,2,240,True,True,True
588,418240,Blautia wexlerae,289,2,241,True,True,True
783,1124,Chlorogloeopsis fritschii,290,2,339,True,True,True
1809,187493,Thalassolituus oleivorans,291,2,1325,True,True,True
784,1126,Microcystis aeruginosa,292,17,795,True,True,True
1834,32046,Synechococcus elongatus,293,2,1311,True,True,True
1281,158849,Moellerella wisconsensis,294,2,799,True,True,True
1264,379893,Trabulsiella odontotermitis,295,7,1344,True,True,True
1043,1766,Mycolicibacterium fortuitum,296,3,813,True,True,True
1047,1771,Mycolicibacterium phlei,296,6,828,True,True,True
1048,1772,Mycolicibacterium smegmatis,296,8,832,True,True,True
1053,1795,Mycolicibacterium neoaurum,296,5,826,True,True,True
1054,1796,Mycolicibacterium senegalense,296,2,829,True,True,True
1055,1797,Mycolicibacterium thermoresistibile,296,2,833,True,True,True
1056,1804,Mycolicibacterium gilvum,296,2,814,True,True,True
1057,1807,Mycolicibacterium obuense,296,2,827,True,True,True
1059,1810,Mycolicibacterium vaccae,296,2,835,True,True,True
1592,37916,Mycolicibacterium chlorophenolicum,296,2,812,True,True,True
1608,431269,Mycolicibacterium setense,296,2,830,True,True,True
1618,46351,Mycolicibacterium hassiacum,296,2,816,True,True,True
1839,56689,Mycolicibacterium mucogenicum,296,2,824,True,True,True
1172,59748,Candidatus Phytoplasma australiense,297,2,970,True,True,True
688,714,Aggregatibacter actinomycetemcomitans,298,35,75,True,True,True
698,732,Aggregatibacter aphrophilus,298,4,76,True,True,True
794,1176,Aphanizomenon flos-aquae,299,2,101,True,True,True
1288,158877,Yokenella regensburgei,300,2,1437,True,True,True
1141,2151,Mesoplasma florum,301,2,780,True,True,True
548,33059,Acidithiobacillus caldus,302,2,11,True,True,True
744,920,Acidithiobacillus ferrooxidans,302,4,13,True,True,True
745,930,Acidithiobacillus thiooxidans,302,3,14,True,True,True
1596,160808,Acidithiobacillus ferrivorans,302,2,12,True,True,True
1413,85874,Thermacetogenium phaeum,303,2,1328,True,True,True
780,336988,Oenococcus kitaharae,304,2,896,True,True,True
814,1247,Oenococcus oeni,304,59,897,True,True,True
819,165096,Weissella koreensis,305,2,1399,True,True,True
960,1583,Weissella confusa,305,2,1397,True,True,True
978,1615,Weissella halotolerans,305,3,1398,True,True,True
1675,759620,Weissella ceti,305,4,1395,True,True,True
1721,137591,Weissella cibaria,305,6,1396,True,True,True
801,33970,Melissococcus plutonius,306,13,779,True,True,True
1295,77008,Pseudorhodobacter ferrugineus,307,2,1077,True,True,True
803,1219,Prochlorococcus marinus,308,29,1020,True,True,True
950,1385984,Exiguobacterium chiriqhucha,309,2,492,True,True,True
1070,132920,Exiguobacterium antarcticum,309,2,491,True,True,True
1614,169177,Exiguobacterium undae,309,2,493,True,True,True
1820,40137,Oligotropha carboxidovorans,310,3,899,True,True,True
809,1229,Nitrosococcus oceani,311,4,876,True,True,True
810,1238,Piscirickettsia salmonis,312,11,971,True,True,True
1255,35806,Rhodovulum sulfidophilum,313,4,1106,True,True,True
641,483937,Paenibacillus riograndensis,314,4,916,True,True,True
760,189425,Paenibacillus graminis,314,2,909,True,True,True
828,189691,Paenibacillus elgii,314,2,907,True,True,True
907,1406,Paenibacillus polymyxa,314,15,915,True,True,True
921,1464,Paenibacillus larvae,314,4,910,True,True,True
1180,59843,Paenibacillus glucanolyticus,314,2,908,True,True,True
1296,44251,Paenibacillus durus,314,2,906,True,True,True
1452,61624,Paenibacillus mucilaginosus,314,3,912,True,True,True
1469,1380763,Paenibacillus darwinianus,314,3,905,True,True,True
1503,225917,Paenibacillus massiliensis,314,2,911,True,True,True
1667,669461,Paenibacillus pini,314,2,913,True,True,True
1669,669462,Paenibacillus pinihumi,314,2,914,True,True,True
799,33964,Leuconostoc citreum,315,6,746,True,True,True
800,33968,Leuconostoc pseudomesenteroides,315,3,749,True,True,True
811,1244,Leuconostoc gelidum,315,4,747,True,True,True
812,1245,Leuconostoc mesenteroides,315,16,748,True,True,True
1213,109265,Dolichospermum circinale,316,2,430,True,True,True
815,34021,Candidatus Liberibacter asiaticus,317,8,751,True,True,True
1304,1273132,Liberibacter crescens,317,2,752,True,True,True
1746,309868,Candidatus Liberibacter americanus,317,2,750,True,True,True
1827,556287,Candidatus Liberibacter solanacearum,317,5,753,True,True,True
946,1525,Moorella thermoacetica,318,4,800,True,True,True
816,1254,Pediococcus acidilactici,319,8,951,True,True,True
817,1255,Pediococcus pentosaceus,319,8,954,True,True,True
1181,51663,Pediococcus damnosus,319,7,953,True,True,True
1807,187452,Pediococcus claussenii,319,2,952,True,True,True
1824,466153,Singulisphaera acidiphila,320,2,1178,True,True,True
821,1261,Peptostreptococcus anaerobius,321,5,960,True,True,True
822,1264,Ruminococcus albus,322,4,1138,True,True,True
1759,1161942,Ruminococcus champanellensis,322,2,1139,True,True,True
825,1270,Micrococcus luteus,323,12,794,True,True,True
826,34038,Rahnella aquatilis,324,4,1082,True,True,True
679,66219,Lachnoclostridium phytofermentans,325,3,610,True,True,True
938,1512,[Clostridium] symbiosum,325,3,609,True,True,True
910,1421,Lysinibacillus sphaericus,326,8,764,True,True,True
1313,28031,Lysinibacillus fusiformis,326,5,762,True,True,True
1678,202611,Lysinibacillus odysseyi,326,2,763,True,True,True
673,246432,Staphylococcus equorum,327,4,1211,True,True,True
832,1280,Staphylococcus aureus,327,6497,1205,True,True,True
