accession,species_v11_idx1,species_v12_idx1
GCF_000700545.1,489,424
GCF_000700565.1,489,424
GCF_000700585.1,489,424
GCF_000700605.1,489,424
GCF_000700625.1,489,424
GCF_000700645.1,489,424
GCF_000700665.1,489,424
GCF_000700685.1,489,424
GCF_000700705.1,489,424
GCF_000700725.1,489,424
GCF_000700765.1,1153,439
GCF_000700785.1,1153,439
GCF_000700845.1,334,620
GCF_000700865.1,334,620
GCF_000700885.1,334,620
GCF_000700905.1,334,620
GCF_000700925.1,334,620
GCF_000700945.1,89,1323
GCF_000701045.1,1384,505
GCF_000701105.2,489,424
GCF_000701125.2,489,424
GCF_000701145.1,489,424
GCF_000701685.1,522,1047
GCF_000701705.1,237,744
GCF_000701745.1,315,116
GCF_000701885.1,1158,733
GCF_000702065.1,582,1107
GCF_000702105.1,1236,987
GCF_000702185.1,395,1279
GCF_000702205.1,611,1096
GCF_000702345.1,1148,570
GCF_000702865.1,201,1224
GCF_000702985.1,610,916
GCF_000703025.1,1210,924
GCF_000703105.1,610,916
GCF_000703145.1,710,1036
GCF_000703185.1,464,1018
GCF_000703205.1,489,424
GCF_000703225.1,489,424
GCF_000703245.1,489,424
GCF_000703265.1,489,424
GCF_000703285.1,489,424
GCF_000703305.1,489,424
GCF_000703325.1,489,424
GCF_000703345.1,489,424
GCF_000703365.1,489,424
GCF_000703385.1,489,424
GCF_000703425.1,489,424
GCF_000703445.1,489,424
GCF_000703465.1,1083,719
GCF_000703485.1,1083,719
GCF_000703505.1,489,424
GCF_000703525.1,489,424
GCF_000703545.1,489,424
GCF_000703565.1,489,424
GCF_000703585.1,489,424
GCF_000703605.1,489,424
GCF_000703625.1,489,424
GCF_000703645.1,489,424
GCF_000703665.1,489,424
GCF_000703685.1,489,424
GCF_000703705.1,489,424
GCF_000703745.1,489,424
GCF_000703765.1,489,424
GCF_000703785.1,489,424
GCF_000703805.1,489,424
GCF_000703825.1,489,424
GCF_000703845.1,489,424
GCF_000703865.1,489,424
GCF_000703885.1,489,424
GCF_000703905.1,489,424
GCF_000703925.1,489,424
GCF_000703945.1,489,424
GCF_000703965.1,489,424
GCF_000703985.1,489,424
GCF_000704005.1,489,424
GCF_000704025.1,489,424
GCF_000704045.1,489,424
GCF_000704065.1,489,424
GCF_000704085.1,489,424
GCF_000704105.1,489,424
GCF_000704125.1,489,424
GCF_000704145.1,489,424
GCF_000704165.1,489,424
GCF_000704185.1,489,424
GCF_000704205.1,489,424
GCF_000704225.1,489,424
GCF_000704245.1,489,424
GCF_000704265.1,489,424
GCF_000704285.1,489,424
GCF_000704305.1,489,424
GCF_000704325.1,489,424
GCF_000704345.1,489,424
GCF_000704365.1,489,424
GCF_000704385.1,489,424
GCF_000704405.1,489,424
GCF_000704425.1,489,424
GCF_000704445.1,489,424
GCF_000704465.1,489,424
GCF_000704485.1,489,424
GCF_000704505.1,489,424
GCF_000704525.1,489,424
GCF_000704545.1,489,424
GCF_000704565.1,489,424
GCF_000704585.1,489,424
GCF_000704605.1,489,424
GCF_000704625.1,489,424
GCF_000704645.1,489,424
GCF_000704665.1,489,424
GCF_000704685.1,489,424
GCF_000704705.1,489,424
GCF_000704725.1,489,424
GCF_000704745.1,489,424
GCF_000704765.1,489,424
GCF_000704785.1,489,424
GCF_000704805.1,489,424
GCF_000704825.1,489,424
GCF_000704845.1,489,424
GCF_000704865.1,489,424
GCF_000704885.1,489,424
GCF_000704905.1,489,424
GCF_000704925.1,489,424
GCF_000704945.1,489,424
GCF_000704965.1,489,424
GCF_000704985.1,489,424
GCF_000705005.1,489,424
GCF_000705035.1,1210,924
GCF_000705055.1,1210,924
GCF_000705075.1,1210,924
GCF_000705175.1,1044,178
GCF_000705215.1,1044,178
GCF_000705315.1,1431,463
GCF_000705395.1,1205,922
GCF_000705415.1,1205,922
GCF_000705435.1,1205,922
GCF_000705455.1,1205,922
GCF_000705475.1,1205,922
GCF_000705495.1,525,221
GCF_000705515.1,1205,922
GCF_000705655.1,809,1302
GCF_000705675.1,867,357
GCF_000705705.1,834,1302
GCF_000705725.1,834,1302
GCF_000705745.1,834,1302
GCF_000705765.1,834,1302
GCF_000705785.1,834,1302
GCF_000705805.1,834,1302
GCF_000705825.1,834,1302
GCF_000705845.1,834,1302
GCF_000705865.1,834,1302
GCF_000705885.1,834,1302
GCF_000705905.1,834,1302
GCF_000705925.1,834,1302
GCF_000705945.1,834,1302
GCF_000705965.1,834,1302
GCF_000705985.1,834,1302
GCF_000706005.1,834,1302
GCF_000706025.1,834,1302
GCF_000706045.1,834,1302
GCF_000706065.1,834,1302
GCF_000706085.1,834,1302
GCF_000706105.1,834,1302
GCF_000706125.1,834,1302
GCF_000706145.1,834,1302
GCF_000706165.1,834,1302
GCF_000706185.1,834,1302
GCF_000706205.1,834,1302
GCF_000706225.1,834,1302
GCF_000706245.1,834,1302
GCF_000706265.1,834,1302
GCF_000706285.1,834,1302
GCF_000706305.1,834,1302
GCF_000706325.1,834,1302
GCF_000706345.1,834,1302
GCF_000706365.1,834,1302
GCF_000706385.1,834,1302
GCF_000706405.1,834,1302
GCF_000706425.1,834,1302
GCF_000706445.1,834,1302
GCF_000706465.1,834,1302
GCF_000706485.1,834,1302
GCF_000706505.1,834,1302
GCF_000706525.1,834,1302
GCF_000706545.1,834,1302
GCF_000706565.1,834,1302
GCF_000706585.1,590,431
GCF_000706605.1,590,431
GCF_000706665.1,834,1302
GCF_000706685.1,1224,927
GCF_000706745.1,301,949
GCF_000706765.1,218,1232
GCF_000706785.1,834,1302
GCF_000706805.1,1235,988
GCF_000706825.1,1384,505
GCF_000706845.1,1384,505
GCF_000706865.1,1384,505
GCF_000706885.1,1384,505
GCF_000706945.1,1384,505
GCF_000706965.1,1384,505
GCF_000706985.1,1384,505
GCF_000707005.1,1384,505
GCF_000707045.1,1384,505
GCF_000707065.1,1384,505
GCF_000707085.2,1384,505
GCF_000707105.1,1384,505
GCF_000707125.1,1384,505
GCF_000707185.2,1384,505
GCF_000707205.1,1384,505
GCF_000707225.1,1384,505
GCF_000707245.1,1384,505
GCF_000707265.2,1384,505
GCF_000707285.2,1384,505
GCF_000707305.1,1384,505
GCF_000707325.1,1384,505
GCF_000707365.2,1384,505
GCF_000707385.1,1384,505
GCF_000707425.1,1384,505
GCF_000707445.1,1384,505
GCF_000707465.1,1384,505
GCF_000707485.1,1384,505
GCF_000707505.1,1384,505
GCF_000707525.1,1384,505
GCF_000707545.1,1384,505
GCF_000707565.1,1384,505
GCF_000707585.1,1384,505
GCF_000707605.1,1384,505
GCF_000707625.1,1384,505
GCF_000707645.2,1384,505
GCF_000707665.2,1384,505
GCF_000707685.1,1384,505
GCF_000707705.1,1384,505
GCF_000707725.1,1384,505
GCF_000707745.2,1384,505
GCF_000707765.2,1384,505
GCF_000707785.2,1384,505
GCF_000707805.2,1384,505
GCF_000707825.2,1384,505
GCF_000707865.1,1384,505
GCF_000707885.1,1384,505
GCF_000707905.2,1384,505
GCF_000707925.1,1293,1393
GCF_000707945.1,1293,1393
GCF_000707965.1,1293,1393
GCF_000707985.1,590,431
GCF_000708005.1,225,1240
GCF_000708065.1,68,479
GCF_000708085.1,65,490
GCF_000708105.1,68,479
GCF_000708125.1,69,482
GCF_000708145.1,489,424
GCF_000708165.1,489,424
GCF_000708245.1,758,1201
GCF_000708385.1,1205,922
GCF_000708405.1,1205,922
GCF_000708425.1,1205,922
GCF_000708445.1,1205,922
GCF_000708485.1,190,587
GCF_000708505.1,124,1065
GCF_000708545.1,190,587
GCF_000708575.1,191,582
GCF_000708635.1,954,907
GCF_000708655.1,325,545
GCF_000708775.1,18,329
GCF_000708795.1,18,329
GCF_000708815.1,191,582
GCF_000708865.1,191,582
GCF_000708905.1,191,582
GCF_000708945.1,191,582
GCF_000708965.1,191,582
GCF_000708985.1,191,582
GCF_000709025.1,406,66
GCF_000709045.1,406,66
GCF_000709065.1,406,66
GCF_000709105.1,1368,503
GCF_000709165.1,590,431
GCF_000709185.1,590,431
GCF_000709205.1,590,431
GCF_000709225.1,590,431
GCF_000709245.1,590,431
GCF_000709285.1,1044,178
GCF_000709415.1,1224,927
GCF_000709455.1,334,620
GCF_000709495.1,1025,1103
GCF_000709535.1,1152,440
GCF_000709575.1,834,1302
GCF_000709615.1,834,1302
GCF_000709635.1,834,1302
GCF_000709655.1,834,1302
GCF_000709675.1,834,1302
GCF_000709695.1,834,1302
GCF_000709715.1,14,864
GCF_000709735.1,183,581
GCF_000709755.1,183,581
GCF_000709775.1,183,581
GCF_000709815.1,183,581
GCF_000709835.1,183,581
GCF_000709855.1,183,581
GCF_000709875.1,183,581
GCF_000709945.1,564,127
GCF_000709995.1,922,60
GCF_000710015.1,922,60
GCF_000710035.1,922,60
GCF_000710055.1,834,1302
GCF_000710075.1,590,431
GCF_000710085.1,1072,184
GCF_000710095.1,590,431
GCF_000710155.1,1368,503
GCF_000710215.1,921,59
GCF_000710235.1,1174,452
GCF_000710365.1,168,625
GCF_000710375.1,168,625
GCF_000710415.1,834,1302
GCF_000710445.1,1368,503
GCF_000710455.1,1368,503
GCF_000710625.1,1044,178
GCF_000710755.1,1146,1349
GCF_000710775.1,445,564
GCF_000710805.1,590,431
GCF_000710855.1,590,431
GCF_000710895.1,881,1328
GCF_000711315.1,575,138
GCF_000711355.1,489,424
GCF_000711365.1,489,424
GCF_000711375.1,489,424
GCF_000711415.1,489,424
GCF_000711435.1,489,424
GCF_000711455.1,489,424
GCF_000711475.1,489,424
GCF_000711485.1,489,424
GCF_000711515.1,489,424
GCF_000711525.1,489,424
GCF_000711555.1,489,424
GCF_000711565.1,489,424
GCF_000711595.1,489,424
GCF_000711605.1,489,424
GCF_000711635.1,834,1302
GCF_000711645.1,834,1302
GCF_000711655.1,834,1302
GCF_000711815.1,1079,1119
GCF_000711885.1,340,394
GCF_000712175.1,841,378
GCF_000712275.1,1305,562
GCF_000712375.1,897,868
GCF_000712385.1,758,1201
GCF_000712425.1,758,1201
GCF_000712495.1,688,824
GCF_000712505.1,688,824
GCF_000712515.1,688,824
GCF_000712555.1,687,230
GCF_000712565.2,687,230
GCF_000712615.1,135,1049
GCF_000712655.1,1205,922
GCF_000712665.1,1205,922
GCF_000712675.1,1205,922
GCF_000712685.1,1205,922
GCF_000712735.1,1205,922
GCF_000712745.1,1205,922
GCF_000712755.1,1205,922
GCF_000712765.1,1205,922
GCF_000712815.1,1205,922
GCF_000712825.1,1205,922
GCF_000712835.1,1205,922
GCF_000712845.1,1205,922
GCF_000712895.1,1205,922
GCF_000712905.1,1205,922
GCF_000712915.1,1223,929
GCF_000712925.1,1223,929
GCF_000713015.1,489,424
GCF_000713025.1,489,424
GCF_000713035.1,489,424
GCF_000713045.1,489,424
GCF_000713095.1,489,424
GCF_000713105.1,489,424
GCF_000713115.1,489,424
GCF_000713135.1,489,424
GCF_000713175.1,489,424
GCF_000713185.1,489,424
GCF_000713195.1,489,424
GCF_000713235.1,489,424
GCF_000713255.1,489,424
GCF_000713265.1,489,424
GCF_000713275.1,489,424
GCF_000713315.1,489,424
GCF_000713335.1,489,424
GCF_000713345.1,489,424
GCF_000713355.1,489,424
GCF_000713395.1,489,424
GCF_000713415.1,489,424
GCF_000713425.1,489,424
GCF_000713435.1,489,424
GCF_000713455.1,489,424
GCF_000713495.1,489,424
GCF_000713505.1,489,424
GCF_000713525.1,489,424
GCF_000713535.1,489,424
GCF_000713575.1,489,424
GCF_000713585.1,489,424
GCF_000713605.1,489,424
GCF_000713615.1,489,424
GCF_000713655.1,489,424
GCF_000713675.1,489,424
GCF_000713685.1,489,424
GCF_000713695.1,489,424
GCF_000713735.1,489,424
GCF_000713745.1,489,424
GCF_000713775.1,489,424
GCF_000713785.1,489,424
GCF_000713815.1,489,424
GCF_000713825.1,489,424
GCF_000713855.1,489,424
GCF_000713865.1,489,424
GCF_000713895.1,489,424
GCF_000713905.1,489,424
GCF_000713935.1,489,424
GCF_000713945.1,489,424
GCF_000713975.1,489,424
GCF_000713985.1,489,424
GCF_000714015.1,489,424
GCF_000714025.1,489,424
GCF_000714055.1,489,424
GCF_000714065.1,489,424
GCF_000714095.1,489,424
GCF_000714105.1,489,424
GCF_000714135.1,489,424
GCF_000714145.1,489,424
GCF_000714175.1,489,424
GCF_000714185.1,489,424
GCF_000714215.1,489,424
GCF_000714225.1,489,424
GCF_000714255.1,489,424
GCF_000714265.1,489,424
GCF_000714295.1,489,424
GCF_000714335.1,489,424
GCF_000714345.1,489,424
GCF_000714375.1,489,424
GCF_000714385.1,489,424
GCF_000714415.1,489,424
GCF_000714445.1,1255,975
GCF_000714455.1,1255,975
GCF_000714495.2,147,1061
GCF_000714515.1,1044,178
GCF_000714595.1,489,424
GCF_000714655.1,589,430
GCF_000714675.1,590,431
GCF_000714695.1,1229,980
GCF_000714705.1,257,1092
GCF_000714835.1,915,887
GCF_000714875.1,297,954
GCF_000714895.1,489,424
GCF_000714915.1,489,424
GCF_000714955.1,489,424
GCF_000714975.1,489,424
GCF_000714995.1,489,424
GCF_000715035.1,489,424
GCF_000715155.1,1153,439
GCF_000715195.1,834,1302
GCF_000715255.1,834,1302
GCF_000715295.1,1229,980
GCF_000715315.1,1229,980
GCF_000715375.1,819,1300
GCF_000715415.1,834,1302
GCF_000715745.1,1274,1379
GCF_000715765.1,1287,1397
GCF_000715775.1,1277,1403
GCF_000715805.1,600,261
GCF_000715885.1,537,576
GCF_000716015.1,1291,1398
GCF_000716095.1,46,1424
GCF_000716215.1,1292,1380
GCF_000716465.1,1272,1386
GCF_000716515.1,1293,1393
GCF_000716625.1,1272,1386
GCF_000716745.1,1293,1393
GCF_000716785.1,92,1325
GCF_000716885.1,1269,11
GCF_000716965.1,587,12
GCF_000716975.1,543,5
GCF_000717105.1,1267,1385
GCF_000717285.1,1293,1393
GCF_000717405.1,878,1331
GCF_000717435.1,462,1016
GCF_000717515.1,590,431
GCF_000717535.1,127,1055
GCF_000717645.1,1274,1379
GCF_000717725.1,1291,1398
GCF_000717815.1,1293,1393
GCF_000718005.1,46,1424
GCF_000718075.1,805,701
GCF_000718085.1,805,701
GCF_000718175.1,1279,1388
GCF_000718205.1,1283,1390
GCF_000718245.1,1274,1379
GCF_000718595.1,1272,1386
GCF_000718635.1,1299,1381
GCF_000718675.1,1293,1393
GCF_000718695.1,1290,1379
GCF_000718715.1,1293,1393
GCF_000718755.1,1293,1393
GCF_000718835.1,1293,1393
GCF_000718865.1,1293,1393
GCF_000718895.1,1293,1393
GCF_000719015.1,1295,1376
GCF_000719035.1,1283,1390
GCF_000719175.1,1269,11
GCF_000719185.1,1293,1393
GCF_000719195.1,1290,1379
GCF_000719205.1,714,827
GCF_000719255.1,1299,1381
GCF_000719285.1,1271,1375
GCF_000719995.1,1096,1337
GCF_000720425.1,882,1327
GCF_000720475.1,1268,1377
GCF_000720565.1,1293,1393
GCF_000720595.1,1293,1393
GCF_000720605.1,1293,1393
GCF_000720685.1,1293,1393
GCF_000720885.1,1265,1383
GCF_000721005.1,882,1327
GCF_000721045.1,1293,1393
GCF_000721085.1,1293,1393
GCF_000721155.1,1293,1393
GCF_000721175.1,1267,1385
GCF_000721205.1,1283,1390
GCF_000721535.1,1284,1391
GCF_000721665.1,1293,1393
GCF_000721835.1,897,868
GCF_000721855.1,64,481
GCF_000721865.2,710,1036
GCF_000721875.1,897,868
GCF_000722485.1,590,431
GCF_000722535.2,687,230
GCF_000722565.1,446,565
GCF_000722675.1,1245,974
GCF_000722835.1,1243,998
GCF_000722875.1,1189,1362
GCF_000722965.1,18,329
GCF_000722975.1,18,329
GCF_000722985.1,18,329
GCF_000722995.1,969,622
GCF_000723045.1,18,329
GCF_000723055.1,18,329
GCF_000723065.1,18,329
GCF_000723075.1,18,329
GCF_000723125.1,18,329
GCF_000723145.1,18,329
GCF_000723165.1,578,715
GCF_000723245.1,397,592
GCF_000723265.1,397,592
GCF_000723285.1,397,592
GCF_000723305.1,397,592
GCF_000723325.1,489,424
GCF_000723405.1,574,224
GCF_000723425.2,823,1303
GCF_000723485.1,1381,519
GCF_000723545.1,1027,1292
GCF_000723605.1,1381,519
GCF_000723625.1,1205,922
GCF_000723705.1,1205,922
GCF_000723745.1,78,226
GCF_000723765.1,1381,519
GCF_000723785.2,4,299
GCF_000723805.1,1381,519
GCF_000723825.1,1205,922
GCF_000723905.1,157,1077
GCF_000723965.1,1205,922
GCF_000724005.1,725,312
GCF_000724065.1,826,846
GCF_000724205.2,361,1129
GCF_000724225.2,358,1140
GCF_000724305.2,355,1127
GCF_000724325.2,355,1127
GCF_000724345.2,355,1127
GCF_000724365.2,355,1127
GCF_000724405.2,360,1136
GCF_000724425.2,360,1136
GCF_000724445.2,360,1136
GCF_000724485.1,142,1067
GCF_000724605.1,58,306
GCF_000724645.1,1246,984
GCF_000724665.1,168,625
GCF_000724735.1,869,359
GCF_000724755.1,751,901
GCF_000724775.3,762,919
GCF_000724795.1,168,625
GCF_000724805.1,168,625
GCF_000724815.1,168,625
GCF_000724965.1,68,479
GCF_000725005.1,897,868
GCF_000725015.1,897,868
GCF_000725025.1,897,868
GCF_000725035.1,897,868
GCF_000725305.1,489,424
GCF_000725325.1,121,1054
GCF_000725385.1,432,19
GCF_000725465.1,1271,1375
GCF_000725545.1,1279,1388
GCF_000725575.1,1295,1376
GCF_000725725.1,1303,1382
GCF_000725745.1,1268,1377
GCF_000725805.1,1303,1382
GCF_000725815.1,1304,1423
GCF_000725865.2,360,1136
GCF_000725885.1,1265,1383
GCF_000725925.1,758,1201
GCF_000725945.1,758,1201
GCF_000725955.1,758,1201
GCF_000725985.1,758,1201
GCF_000726005.1,758,1201
GCF_000726025.1,758,1201
GCF_000726045.1,758,1201
GCF_000726065.1,758,1201
GCF_000726075.1,758,1201
GCF_000726105.1,758,1201
GCF_000726125.1,758,1201
GCF_000726145.1,758,1201
GCF_000726155.1,758,1201
GCF_000726175.1,758,1201
GCF_000726185.1,758,1201
GCF_000726225.1,758,1201
GCF_000726235.1,758,1201
GCF_000726265.1,758,1201
GCF_000726275.1,758,1201
GCF_000726305.1,758,1201
GCF_000726325.1,758,1201
GCF_000726335.1,758,1201
GCF_000726355.1,758,1201
GCF_000726385.1,758,1201
GCF_000726395.1,758,1201
GCF_000726425.1,758,1201
GCF_000726445.1,758,1201
GCF_000726465.1,758,1201
GCF_000726475.1,758,1201
GCF_000726505.1,758,1201
GCF_000726525.1,758,1201
GCF_000726545.1,758,1201
GCF_000726555.1,758,1201
GCF_000726585.1,758,1201
GCF_000726605.1,758,1201
GCF_000726625.1,758,1201
GCF_000726635.1,758,1201
GCF_000726655.1,758,1201
GCF_000726685.1,758,1201
GCF_000726695.1,758,1201
GCF_000726705.1,758,1201
GCF_000726725.1,758,1201
GCF_000726765.1,758,1201
GCF_000726775.1,758,1201
GCF_000726805.1,758,1201
GCF_000726815.1,758,1201
GCF_000726845.1,758,1201
GCF_000726865.1,758,1201
GCF_000726885.1,758,1201
GCF_000726905.1,758,1201
GCF_000726915.1,758,1201
GCF_000726925.1,758,1201
GCF_000726965.1,758,1201
GCF_000726985.1,758,1201
GCF_000726995.1,758,1201
GCF_000727015.1,758,1201
GCF_000727045.1,758,1201
GCF_000727065.1,758,1201
GCF_000727085.1,758,1201
GCF_000727095.1,758,1201
GCF_000727125.1,758,1201
GCF_000727145.1,758,1201
GCF_000727165.1,758,1201
GCF_000727175.1,758,1201
GCF_000727205.1,758,1201
GCF_000727225.1,758,1201
GCF_000727245.1,758,1201
GCF_000727255.1,758,1201
GCF_000727285.1,758,1201
GCF_000727305.1,758,1201
GCF_000727315.1,758,1201
GCF_000727345.1,758,1201
GCF_000727355.1,758,1201
GCF_000727385.1,758,1201
GCF_000727395.1,758,1201
GCF_000727405.1,758,1201
GCF_000727445.1,758,1201
GCF_000727465.1,758,1201
GCF_000727495.1,758,1201
GCF_000727515.1,758,1201
GCF_000727545.1,758,1201
GCF_000727565.1,758,1201
GCF_000727585.1,758,1201
GCF_000727605.1,758,1201
GCF_000727625.1,758,1201
GCF_000727635.1,758,1201
GCF_000727655.1,758,1201
GCF_000727665.1,758,1201
GCF_000727705.1,758,1201
GCF_000727725.1,758,1201
GCF_000727735.1,758,1201
GCF_000727755.1,758,1201
GCF_000727765.1,758,1201
GCF_000727805.1,758,1201
GCF_000727825.1,758,1201
GCF_000727845.1,758,1201
GCF_000727865.1,758,1201
GCF_000727885.1,758,1201
GCF_000727905.1,758,1201
GCF_000727915.1,758,1201
GCF_000727925.1,758,1201
GCF_000727945.1,758,1201
GCF_000727985.1,758,1201
GCF_000727995.1,758,1201
GCF_000728015.1,758,1201
GCF_000728045.1,758,1201
GCF_000728055.1,758,1201
GCF_000728065.1,758,1201
GCF_000728105.1,758,1201
GCF_000728125.1,758,1201
GCF_000728135.1,758,1201
GCF_000728145.1,758,1201
GCF_000728185.1,758,1201
GCF_000728205.1,758,1201
GCF_000728215.1,758,1201
GCF_000728245.1,758,1201
GCF_000728265.1,758,1201
GCF_000728275.1,758,1201
GCF_000728305.1,758,1201
GCF_000728325.1,758,1201
GCF_000728345.1,758,1201
GCF_000728365.1,758,1201
GCF_000728385.1,758,1201
GCF_000728405.1,758,1201
GCF_000728415.1,758,1201
GCF_000728425.1,758,1201
GCF_000728465.1,758,1201
GCF_000728485.1,758,1201
GCF_000728495.1,758,1201
GCF_000728505.1,758,1201
GCF_000728525.1,758,1201
GCF_000728565.1,758,1201
GCF_000728585.1,758,1201
GCF_000728595.1,758,1201
GCF_000728615.1,758,1201
GCF_000728645.1,758,1201
GCF_000728665.1,758,1201
GCF_000728675.1,758,1201
GCF_000728685.1,758,1201
GCF_000728725.1,758,1201
GCF_000728745.1,758,1201
GCF_000728765.1,758,1201
GCF_000728775.1,758,1201
GCF_000728805.1,758,1201
GCF_000728825.1,758,1201
GCF_000728845.1,758,1201
GCF_000728855.1,758,1201
GCF_000728885.1,758,1201
GCF_000728905.1,758,1201
GCF_000728925.1,758,1201
GCF_000728935.1,758,1201
GCF_000728945.1,758,1201
GCF_000728975.1,758,1201
GCF_000729005.1,758,1201
GCF_000729015.1,758,1201
GCF_000729045.2,758,1201
GCF_000729055.1,758,1201
GCF_000729075.1,758,1201
GCF_000729095.1,758,1201
GCF_000729125.1,758,1201
GCF_000729135.1,758,1201
GCF_000729145.1,758,1201
GCF_000729185.1,758,1201
GCF_000729195.1,758,1201
GCF_000729225.1,758,1201
GCF_000729235.1,758,1201
GCF_000729245.1,758,1201
GCF_000729285.1,758,1201
GCF_000729305.1,758,1201
GCF_000729325.1,758,1201
GCF_000729345.1,758,1201
GCF_000729355.1,758,1201
GCF_000729385.1,758,1201
GCF_000729405.1,758,1201
GCF_000729415.1,758,1201
GCF_000729445.1,758,1201
GCF_000729465.1,758,1201
GCF_000729475.1,758,1201
GCF_000729485.1,758,1201
GCF_000729505.1,758,1201
GCF_000729545.1,758,1201
GCF_000729555.1,758,1201
GCF_000729565.1,758,1201
GCF_000729595.1,758,1201
GCF_000729625.1,758,1201
GCF_000729645.1,758,1201
GCF_000729665.1,758,1201
GCF_000729685.1,758,1201
GCF_000729705.1,758,1201
GCF_000729725.1,391,1262
GCF_000729745.1,809,1302
GCF_000729755.1,809,1302
GCF_000729765.1,809,1302
GCF_000730025.1,220,1241
GCF_000730035.1,220,1241
GCF_000730045.1,220,1241
GCF_000730055.1,220,1241
GCF_000730105.1,220,1241
GCF_000730125.1,220,1241
GCF_000730135.1,220,1241
GCF_000730205.1,220,1241
GCF_000730215.1,1229,980
GCF_000730255.1,1229,980
GCF_000730345.1,489,424
GCF_000730365.1,391,1262
GCF_000730385.1,85,142
GCF_000730405.1,391,1262
GCF_000730445.1,391,1262
GCF_000730465.1,1025,1103
GCF_000730485.1,1025,1103
GCF_000730525.1,564,127
GCF_000730565.1,1057,208
GCF_000730605.1,1061,191
GCF_000730645.1,1063,187
GCF_000730665.1,1064,200
GCF_000730685.1,945,81
GCF_000730705.1,355,1127
GCF_000730715.1,355,1127
GCF_000730725.1,355,1127
GCF_000730735.1,355,1127
GCF_000730785.1,355,1127
GCF_000730795.1,355,1127
GCF_000730805.1,355,1127
GCF_000730835.1,355,1127
GCF_000730875.1,355,1127
GCF_000730885.1,355,1127
GCF_000730925.1,355,1127
GCF_000730955.1,355,1127
GCF_000730965.1,355,1127
GCF_000730975.1,77,263
GCF_000731055.1,345,405
GCF_000731085.1,1236,987
GCF_000731125.1,921,59
GCF_000731175.1,1205,922
GCF_000731195.1,1205,922
GCF_000731215.1,1205,922
GCF_000731235.1,1205,922
GCF_000731255.1,1205,922
GCF_000731275.1,1205,922
GCF_000731295.1,873,1214
GCF_000731315.1,873,1214
GCF_000731335.1,1205,922
GCF_000731375.1,1205,922
GCF_000731395.1,1205,922
GCF_000731415.1,1205,922
GCF_000731435.1,1205,922
GCF_000731455.1,489,424
GCF_000731475.1,1205,922
GCF_000731495.1,1205,922
GCF_000731515.1,1205,922
GCF_000731535.1,1205,922
GCF_000731555.1,1205,922
GCF_000731575.1,1205,922
GCF_000731595.1,1205,922
GCF_000731635.1,710,1036
GCF_000731685.1,840,24
GCF_000731735.1,946,563
GCF_000731745.1,946,563
GCF_000731855.1,684,738
GCF_000731865.1,547,730
GCF_000731875.1,840,24
GCF_000731935.1,1192,1363
GCF_000731965.1,18,329
GCF_000731975.1,18,329
GCF_000732035.1,1070,198
GCF_000732045.1,1153,439
GCF_000732245.1,1384,505
GCF_000732345.1,1253,983
GCF_000732355.1,1258,977
GCF_000732425.1,1253,983
GCF_000732465.1,121,1054
GCF_000732625.1,888,716
GCF_000732705.1,1421,228
GCF_000732805.1,1205,922
GCF_000732815.1,1205,922
GCF_000732825.1,1205,922
GCF_000732835.1,1205,922
GCF_000732905.1,1395,872
GCF_000732965.1,489,424
GCF_000732985.1,1384,505
GCF_000732995.1,1384,505
GCF_000733145.1,770,713
GCF_000733255.1,590,431
GCF_000733495.1,589,430
GCF_000733505.1,764,918
GCF_000733515.1,270,1345
GCF_000733525.1,764,918
GCF_000733575.1,764,918
GCF_000733685.1,851,35
GCF_000733755.1,610,916
GCF_000733835.1,784,293
GCF_000733995.1,856,32
GCF_000734015.1,1333,1291
GCF_000734055.1,1123,1007
GCF_000734475.1,1164,444
GCF_000734775.1,18,329
GCF_000734845.1,1205,922
GCF_000734885.1,1162,445
GCF_000734905.1,347,403
GCF_000734955.1,489,424
GCF_000735055.1,1025,1103
GCF_000735065.1,1025,1103
GCF_000735115.1,152,1062
GCF_000735255.1,688,824
GCF_000735285.1,590,431
GCF_000735375.1,553,427
GCF_000735425.1,728,812
GCF_000735435.1,1084,718
GCF_000735445.1,1164,444
GCF_000735455.1,1437,860
GCF_000735505.1,1082,915
GCF_000735515.1,715,1290
GCF_000735525.1,1314,815
GCF_000735595.1,834,1302
GCF_000735675.1,1192,1363
GCF_000735705.1,1368,503
GCF_000735755.1,1205,922
GCF_000735775.1,915,887
GCF_000736315.1,1384,505
GCF_000736325.1,1384,505
GCF_000736335.1,1384,505
GCF_000736345.1,1384,505
GCF_000736415.1,314,123
GCF_000736455.1,1205,922
GCF_000736475.1,1223,929
GCF_000736485.1,1229,980
GCF_000736535.1,1419,456
GCF_000736555.1,1419,456
GCF_000736575.1,1419,456
GCF_000736595.1,1419,456
GCF_000736615.1,1419,456
GCF_000736635.1,1419,456
GCF_000736655.1,1419,456
GCF_000736675.1,1419,456
GCF_000736695.1,1419,456
GCF_000736735.1,489,424
GCF_000736765.1,1368,503
GCF_000736775.1,1368,503
GCF_000736795.1,1368,503
GCF_000736845.1,1368,503
GCF_000736855.1,1368,503
GCF_000736865.1,1368,503
GCF_000736875.1,1368,503
GCF_000736925.1,1368,503
GCF_000736935.1,1368,503
GCF_000736945.1,1368,503
GCF_000736955.1,1377,506
