accession,species_v11_idx1,species_v12_idx1
GCF_001540225.1,1164,444
GCF_001540245.1,1164,444
GCF_001540265.1,1164,444
GCF_001540285.1,1164,444
GCF_001540305.1,1164,444
GCF_001540325.1,1164,444
GCF_001540345.1,1164,444
GCF_001540365.1,1164,444
GCF_001540385.1,1164,444
GCF_001540405.1,1164,444
GCF_001540425.1,1164,444
GCF_001540445.1,1164,444
GCF_001540465.1,1164,444
GCF_001540485.1,1164,444
GCF_001540505.1,1164,444
GCF_001540525.1,1164,444
GCF_001540545.1,1164,444
GCF_001540565.1,1164,444
GCF_001540585.1,1164,444
GCF_001540605.1,1164,444
GCF_001540625.1,1164,444
GCF_001540645.1,1164,444
GCF_001540665.1,1164,444
GCF_001540685.1,1164,444
GCF_001540705.1,1164,444
GCF_001540725.1,1164,444
GCF_001540745.1,1164,444
GCF_001540765.1,1164,444
GCF_001540785.1,1164,444
GCF_001540805.1,1164,444
GCF_001540825.1,1164,444
GCF_001540845.1,1153,439
GCF_001540895.1,710,1036
GCF_001540905.1,621,766
GCF_001540925.1,684,738
GCF_001540965.1,684,738
GCF_001540985.1,309,114
GCF_001541005.1,303,950
GCF_001541025.1,18,329
GCF_001541035.1,18,329
GCF_001541045.1,18,329
GCF_001541125.1,748,899
GCF_001541245.1,371,175
GCF_001541305.1,77,263
GCF_001541315.1,77,263
GCF_001541385.1,629,1177
GCF_001541405.1,629,1177
GCF_001541425.1,18,329
GCF_001541435.1,8,139
GCF_001541445.1,286,960
GCF_001541455.1,18,329
GCF_001541505.1,629,1177
GCF_001541515.1,629,1177
GCF_001541525.1,18,329
GCF_001541535.1,629,1177
GCF_001541585.1,629,1177
GCF_001541605.1,621,766
GCF_001541615.1,1384,505
GCF_001541625.1,1384,505
GCF_001541685.1,18,329
GCF_001541695.1,18,329
GCF_001541705.1,18,329
GCF_001541725.1,18,329
GCF_001541765.1,18,329
GCF_001541775.1,18,329
GCF_001541795.1,18,329
GCF_001541865.1,954,907
GCF_001541875.1,18,329
GCF_001541905.1,152,1062
GCF_001541975.1,1153,439
GCF_001541995.1,127,1055
GCF_001542045.1,1416,242
GCF_001542055.1,1153,439
GCF_001542065.1,1153,439
GCF_001542095.1,1153,439
GCF_001542125.1,1153,439
GCF_001542135.1,1153,439
GCF_001542155.1,1153,439
GCF_001542175.1,1153,439
GCF_001542205.1,1416,242
GCF_001542215.1,1153,439
GCF_001542385.1,564,127
GCF_001542395.1,1226,1095
GCF_001542465.1,564,127
GCF_001542485.1,564,127
GCF_001542495.1,564,127
GCF_001542505.1,564,127
GCF_001542545.1,489,424
GCF_001542585.1,733,97
GCF_001542605.1,733,97
GCF_001542695.1,1055,179
GCF_001542705.1,1055,179
GCF_001542715.1,1055,179
GCF_001542795.1,1044,178
GCF_001542835.1,1044,178
GCF_001542895.1,463,1017
GCF_001543085.1,1255,975
GCF_001543105.1,59,1044
GCF_001543125.1,1045,202
GCF_001543165.1,147,1061
GCF_001543175.1,60,1041
GCF_001543205.1,61,1043
GCF_001543225.1,121,1054
GCF_001543265.1,1056,180
GCF_001543285.1,62,1042
GCF_001543305.1,752,902
GCF_001543375.1,794,914
GCF_001543455.1,406,66
GCF_001543465.1,1368,503
GCF_001543505.1,1368,503
GCF_001543555.1,463,1017
GCF_001543565.1,463,1017
GCF_001543575.1,463,1017
GCF_001543585.1,463,1017
GCF_001543635.1,463,1017
GCF_001543645.1,463,1017
GCF_001543665.1,463,1017
GCF_001543675.1,463,1017
GCF_001543715.1,463,1017
GCF_001543735.1,463,1017
GCF_001543745.1,463,1017
GCF_001543765.1,463,1017
GCF_001543795.1,463,1017
GCF_001543825.1,463,1017
GCF_001543835.1,463,1017
GCF_001543995.1,18,329
GCF_001544055.1,463,1017
GCF_001544095.1,457,1028
GCF_001544115.1,473,1030
GCF_001544175.1,1205,922
GCF_001544215.1,461,1024
GCF_001544235.1,462,1016
GCF_001544255.1,463,1017
GCF_001544275.1,464,1018
GCF_001544335.1,60,1041
GCF_001544395.1,18,329
GCF_001544635.1,489,424
GCF_001544705.1,834,1302
GCF_001544955.1,834,1302
GCF_001544985.1,834,1302
GCF_001545015.1,834,1302
GCF_001545055.1,834,1302
GCF_001545175.1,1044,178
GCF_001545185.1,1044,178
GCF_001545195.1,1044,178
GCF_001545205.1,1044,178
GCF_001545255.1,1044,178
GCF_001545275.1,309,114
GCF_001545285.1,309,114
GCF_001545295.1,309,114
GCF_001545335.1,309,114
GCF_001545345.1,309,114
GCF_001545355.1,309,114
GCF_001545365.1,309,114
GCF_001545415.1,309,114
GCF_001545425.1,309,114
GCF_001545435.1,309,114
GCF_001545445.1,309,114
GCF_001545495.1,463,1017
GCF_001545505.1,1250,982
GCF_001545535.1,463,1017
GCF_001545545.1,463,1017
GCF_001545555.1,463,1017
GCF_001545595.1,463,1017
GCF_001545605.1,463,1017
GCF_001545615.1,463,1017
GCF_001545655.1,463,1017
GCF_001545675.1,463,1017
GCF_001545685.1,463,1017
GCF_001545715.1,463,1017
GCF_001545725.1,463,1017
GCF_001545745.1,463,1017
GCF_001545775.1,463,1017
GCF_001545785.1,463,1017
GCF_001545795.1,463,1017
GCF_001545835.1,463,1017
GCF_001545845.1,463,1017
GCF_001545855.1,463,1017
GCF_001545895.1,463,1017
GCF_001545955.1,463,1017
GCF_001545985.1,463,1017
GCF_001546015.1,629,1177
GCF_001546025.1,629,1177
GCF_001546065.1,916,884
GCF_001546095.1,916,884
GCF_001546135.1,54,801
GCF_001546145.1,521,491
GCF_001546165.1,95,1420
GCF_001546215.1,130,1057
GCF_001546225.1,205,1225
GCF_001546235.1,209,1227
GCF_001546275.1,220,1241
GCF_001546285.1,347,403
GCF_001546305.1,348,402
GCF_001546325.1,348,402
GCF_001546355.1,362,1130
GCF_001546375.1,463,1017
GCF_001546385.1,499,387
GCF_001546435.1,518,695
GCF_001546445.1,521,491
GCF_001546515.1,590,431
GCF_001546555.1,958,368
GCF_001546565.2,992,671
GCF_001546595.1,997,674
GCF_001546605.1,1205,922
GCF_001546615.1,1214,933
GCF_001546635.1,1221,926
GCF_001546675.1,1229,980
GCF_001546685.1,1229,980
GCF_001546695.1,1229,980
GCF_001546715.1,1229,980
GCF_001546755.1,1229,980
GCF_001546775.1,1229,980
GCF_001546785.1,1229,980
GCF_001546835.1,1255,975
GCF_001546845.1,1358,611
GCF_001546875.1,1026,1101
GCF_001546975.1,302,951
GCF_001546995.1,463,1017
GCF_001547015.1,463,1017
GCF_001547025.1,463,1017
GCF_001547045.1,463,1017
GCF_001547075.1,463,1017
GCF_001547095.1,463,1017
GCF_001547105.1,463,1017
GCF_001547115.1,463,1017
GCF_001547155.1,463,1017
GCF_001547175.1,463,1017
GCF_001547185.1,463,1017
GCF_001547195.1,463,1017
GCF_001547235.1,463,1017
GCF_001547255.1,463,1017
GCF_001547265.1,463,1017
GCF_001547285.1,463,1017
GCF_001547315.1,463,1017
GCF_001547335.1,463,1017
GCF_001547355.1,463,1017
GCF_001547365.1,463,1017
GCF_001547395.1,463,1017
GCF_001547415.1,463,1017
GCF_001547425.1,463,1017
GCF_001547445.1,463,1017
GCF_001547475.1,463,1017
GCF_001547495.1,463,1017
GCF_001547505.1,463,1017
GCF_001547525.1,285,965
GCF_001547555.1,463,1017
GCF_001547595.1,315,116
GCF_001547605.1,315,116
GCF_001547615.1,315,116
GCF_001547625.1,315,116
GCF_001547675.1,315,116
GCF_001547715.1,1253,983
GCF_001547775.1,75,857
GCF_001547795.1,411,1432
GCF_001547835.1,1253,983
GCF_001547855.1,1312,1082
GCF_001547875.1,1312,1082
GCF_001547955.1,1044,178
GCF_001547975.1,836,23
GCF_001548055.1,1309,227
GCF_001548075.1,1106,883
GCF_001548135.1,1044,178
GCF_001548155.2,238,1417
GCF_001548195.1,1004,677
GCF_001548215.1,147,1061
GCF_001548235.1,1128,1145
GCF_001548255.1,1218,930
GCF_001548295.1,1205,922
GCF_001548335.1,1044,178
GCF_001548415.1,1205,922
GCF_001548475.1,244,386
GCF_001548485.1,247,385
GCF_001548495.1,247,385
GCF_001548585.1,758,1201
GCF_001548635.1,758,1201
GCF_001549575.1,18,329
GCF_001549655.1,1205,922
GCF_001549675.1,1205,922
GCF_001549695.1,261,270
GCF_001549715.1,564,127
GCF_001549735.1,1421,228
GCF_001549745.1,1421,228
GCF_001549755.1,1421,228
GCF_001549765.1,1421,228
GCF_001549815.1,1421,228
GCF_001549825.1,1421,228
GCF_001549875.1,564,127
GCF_001549915.1,725,312
GCF_001549925.1,725,312
GCF_001549955.1,488,426
GCF_001549995.1,590,431
GCF_001550005.1,489,424
GCF_001550215.1,1296,1394
GCF_001550225.1,1296,1394
GCF_001550235.1,1296,1394
GCF_001550245.1,1296,1394
GCF_001550295.1,1296,1394
GCF_001550325.1,1278,1409
GCF_001550375.1,1278,1409
GCF_001551855.1,758,1201
GCF_001551895.1,77,263
GCF_001552035.1,1229,980
GCF_001552315.1,812,852
GCF_001552335.1,545,1259
GCF_001552395.1,388,1278
GCF_001552415.1,396,1264
GCF_001552475.1,792,832
GCF_001552575.1,1095,1338
GCF_001552595.1,1096,1337
GCF_001552695.1,886,1425
GCF_001552715.1,835,851
GCF_001552755.1,59,1044
GCF_001552795.1,1182,577
GCF_001552875.1,348,402
GCF_001552955.1,386,1280
GCF_001553045.1,744,1011
GCF_001553145.1,960,911
GCF_001553195.1,839,42
GCF_001553225.1,990,661
GCF_001553285.1,1356,418
GCF_001553335.1,1360,610
GCF_001553435.1,1284,1391
GCF_001553455.1,1284,1391
GCF_001553495.1,1250,982
GCF_001553525.1,1032,435
GCF_001553795.1,983,651
GCF_001553935.1,56,1210
GCF_001554055.1,854,30
GCF_001554075.1,854,30
GCF_001554155.1,854,30
GCF_001554295.1,489,424
GCF_001554305.1,1044,178
GCF_001554315.1,1044,178
GCF_001554325.1,1044,178
GCF_001554375.1,1044,178
GCF_001554385.1,1044,178
GCF_001554395.1,1044,178
GCF_001554425.1,1044,178
GCF_001554455.1,1044,178
GCF_001554465.1,1044,178
GCF_001554495.1,1044,178
GCF_001554505.1,1044,178
GCF_001554535.1,1044,178
GCF_001554545.1,1044,178
GCF_001554575.1,1044,178
GCF_001554585.1,1044,178
GCF_001554615.1,1044,178
GCF_001554625.1,1044,178
GCF_001554655.1,1044,178
GCF_001554665.1,1044,178
GCF_001554695.1,1044,178
GCF_001554705.1,1044,178
GCF_001554735.1,1044,178
GCF_001554745.1,1044,178
GCF_001554775.1,1044,178
GCF_001554785.1,1044,178
GCF_001554805.1,1044,178
GCF_001554825.1,1044,178
GCF_001554855.1,1044,178
GCF_001554875.1,1044,178
GCF_001554895.1,1044,178
GCF_001554915.1,1044,178
GCF_001554935.1,1044,178
GCF_001554955.1,1044,178
GCF_001554975.1,1044,178
GCF_001554995.1,1044,178
GCF_001555015.1,1044,178
GCF_001555035.1,1044,178
GCF_001555055.1,1044,178
GCF_001555075.1,1044,178
GCF_001555095.1,1044,178
GCF_001555115.1,1044,178
GCF_001555135.1,1044,178
GCF_001555145.1,1044,178
GCF_001555155.1,1044,178
GCF_001555165.1,1044,178
GCF_001555215.1,1044,178
GCF_001555225.1,1044,178
GCF_001555235.1,1044,178
GCF_001555255.1,1044,178
GCF_001555295.1,1044,178
GCF_001555315.1,1044,178
GCF_001555325.1,1044,178
GCF_001555335.1,1044,178
GCF_001555375.1,1044,178
GCF_001555395.1,1044,178
GCF_001555415.1,1044,178
GCF_001555425.1,1044,178
GCF_001555455.1,1044,178
GCF_001555485.1,301,949
GCF_001555495.1,489,424
GCF_001555535.1,758,1201
GCF_001555555.1,301,949
GCF_001555575.1,758,1201
GCF_001555585.1,758,1201
GCF_001555605.1,758,1201
GCF_001555635.1,489,424
GCF_001555655.1,758,1201
GCF_001556905.1,824,855
GCF_001556945.1,794,914
GCF_001557045.1,824,855
GCF_001557595.1,758,1201
GCF_001557605.1,758,1201
GCF_001557615.1,758,1201
GCF_001557625.1,758,1201
GCF_001557675.1,758,1201
GCF_001557685.1,758,1201
GCF_001557705.1,758,1201
GCF_001557755.1,967,496
GCF_001557765.1,1389,525
GCF_001557775.1,1374,504
GCF_001557785.1,83,1288
GCF_001557835.1,83,1288
GCF_001557855.1,1389,525
GCF_001557865.1,83,1288
GCF_001557875.1,1389,525
GCF_001557915.1,83,1288
GCF_001557935.1,83,1288
GCF_001557965.1,1383,500
GCF_001557995.1,83,1288
GCF_001558015.1,1389,525
GCF_001558025.1,1389,525
GCF_001558075.1,967,496
GCF_001558125.1,91,1326
GCF_001558175.1,856,32
GCF_001558215.1,1244,981
GCF_001558255.1,546,830
GCF_001558275.1,1217,938
GCF_001558295.1,1175,453
GCF_001558355.1,1153,439
GCF_001558375.1,1217,938
GCF_001558415.1,1372,508
GCF_001558435.1,1374,504
GCF_001558475.1,1377,506
GCF_001558495.1,1384,505
GCF_001558515.1,1392,507
GCF_001558705.1,120,1053
GCF_001558775.1,1214,933
GCF_001558795.1,1205,922
GCF_001558815.1,1214,933
GCF_001558855.1,1036,437
GCF_001558895.1,803,434
GCF_001558935.1,345,405
GCF_001558995.2,489,424
GCF_001559035.1,183,581
GCF_001559115.1,1221,926
GCF_001559135.1,1163,443
GCF_001559175.1,1253,983
GCF_001559215.1,588,429
GCF_001559255.1,553,427
GCF_001559335.1,13,863
GCF_001559615.2,489,424
GCF_001559635.1,489,424
GCF_001559655.1,489,424
GCF_001559675.1,489,424
GCF_001559805.1,1384,505
GCF_001559855.1,1153,439
GCF_001559885.1,1384,505
GCF_001559895.1,1384,505
GCF_001560935.1,1250,982
GCF_001561015.1,489,424
GCF_001561025.1,489,424
GCF_001561035.1,489,424
GCF_001561045.1,489,424
GCF_001561095.1,489,424
GCF_001561105.1,489,424
GCF_001561115.1,489,424
GCF_001561135.1,489,424
GCF_001561175.1,489,424
GCF_001561195.1,489,424
GCF_001561205.1,489,424
GCF_001561215.1,489,424
GCF_001561255.1,489,424
GCF_001561275.1,489,424
GCF_001561285.1,489,424
GCF_001561295.1,489,424
GCF_001561335.1,489,424
GCF_001561355.1,489,424
GCF_001561365.1,489,424
GCF_001561375.1,489,424
GCF_001561415.1,489,424
GCF_001561435.1,489,424
GCF_001561445.1,489,424
GCF_001561455.1,489,424
GCF_001561495.1,489,424
GCF_001561505.1,489,424
GCF_001561515.1,489,424
GCF_001561555.1,489,424
GCF_001561575.1,489,424
GCF_001561595.1,489,424
GCF_001561605.1,489,424
GCF_001561635.1,489,424
GCF_001561655.1,489,424
GCF_001561685.1,489,424
GCF_001561705.1,489,424
GCF_001561735.1,489,424
GCF_001561755.1,489,424
GCF_001561765.1,489,424
GCF_001561785.1,489,424
GCF_001561815.1,489,424
GCF_001561835.1,489,424
GCF_001561845.1,489,424
GCF_001561865.1,489,424
GCF_001561895.1,489,424
GCF_001562115.1,88,145
GCF_001562235.1,86,144
GCF_001562315.1,87,143
GCF_001562335.1,489,424
GCF_001562345.1,489,424
GCF_001562375.1,489,424
GCF_001562385.1,489,424
GCF_001562515.1,758,1201
GCF_001562595.1,758,1201
GCF_001562615.1,758,1201
GCF_001562635.1,489,424
GCF_001562645.1,489,424
GCF_001562655.1,489,424
GCF_001562695.1,489,424
GCF_001562705.1,489,424
GCF_001562715.1,489,424
GCF_001562755.1,489,424
GCF_001562765.1,489,424
GCF_001562815.1,489,424
GCF_001562835.1,489,424
GCF_001562845.1,111,356
GCF_001562855.1,489,424
GCF_001562895.1,463,1017
GCF_001562905.1,463,1017
GCF_001562915.1,463,1017
GCF_001562925.1,463,1017
GCF_001562975.1,463,1017
GCF_001562985.1,463,1017
GCF_001562995.1,463,1017
GCF_001563005.1,463,1017
GCF_001563055.1,337,617
GCF_001563065.1,463,1017
GCF_001563075.1,462,1016
GCF_001563205.1,463,1017
GCF_001563365.1,1438,398
GCF_001563385.1,489,424
GCF_001563395.1,489,424
GCF_001563405.1,489,424
GCF_001563415.1,489,424
GCF_001563565.1,315,116
GCF_001563585.1,1248,972
GCF_001563595.1,960,911
GCF_001563615.1,629,1177
GCF_001563715.1,489,424
GCF_001563755.1,867,357
GCF_001564415.1,1407,245
GCF_001564435.1,854,30
GCF_001564475.1,1164,444
GCF_001564495.1,758,1201
GCF_001564515.1,758,1201
GCF_001564535.1,758,1201
GCF_001564555.1,758,1201
GCF_001564575.1,758,1201
GCF_001564595.1,758,1201
GCF_001564615.1,758,1201
GCF_001564635.1,758,1201
GCF_001564655.1,758,1201
GCF_001564675.1,758,1201
GCF_001564695.1,758,1201
GCF_001564715.1,758,1201
GCF_001564735.1,758,1201
GCF_001564755.1,758,1201
GCF_001564775.1,758,1201
GCF_001564795.1,758,1201
GCF_001564815.1,758,1201
GCF_001564835.1,758,1201
GCF_001564855.1,758,1201
GCF_001564875.1,758,1201
GCF_001564895.1,758,1201
GCF_001564915.1,758,1201
GCF_001564935.1,758,1201
GCF_001564955.1,758,1201
GCF_001564975.1,758,1201
GCF_001564995.1,758,1201
GCF_001565015.1,758,1201
GCF_001565035.1,758,1201
GCF_001565055.1,758,1201
GCF_001565075.1,758,1201
GCF_001565095.1,758,1201
GCF_001565115.1,758,1201
GCF_001565135.1,758,1201
GCF_001565155.1,758,1201
GCF_001565175.1,758,1201
GCF_001565195.1,758,1201
GCF_001565215.1,758,1201
GCF_001565235.1,758,1201
GCF_001565255.1,758,1201
GCF_001565275.1,758,1201
GCF_001565295.1,758,1201
GCF_001565315.1,758,1201
GCF_001565335.1,758,1201
GCF_001565355.1,758,1201
GCF_001565375.1,758,1201
GCF_001565395.1,758,1201
GCF_001565415.1,758,1201
GCF_001565435.1,758,1201
GCF_001565455.1,758,1201
GCF_001565475.1,758,1201
GCF_001565495.1,758,1201
GCF_001565515.1,758,1201
GCF_001565535.1,758,1201
GCF_001565555.1,758,1201
GCF_001565575.1,758,1201
GCF_001565595.1,758,1201
GCF_001565615.1,758,1201
GCF_001565635.1,758,1201
GCF_001565655.1,758,1201
GCF_001565675.1,758,1201
GCF_001565695.1,758,1201
GCF_001565715.1,758,1201
GCF_001565735.1,758,1201
GCF_001565755.1,758,1201
GCF_001565775.1,758,1201
GCF_001565795.1,758,1201
GCF_001565815.1,758,1201
GCF_001565835.1,758,1201
GCF_001565855.1,758,1201
GCF_001565875.1,152,1062
GCF_001565915.1,1425,461
GCF_001565935.1,1153,439
GCF_001565955.1,1153,439
GCF_001565975.1,1153,439
GCF_001565995.1,1153,439
GCF_001566015.1,834,1302
GCF_001566035.1,1153,439
GCF_001566055.1,1153,439
GCF_001566075.1,1250,982
GCF_001566095.1,1153,439
GCF_001566115.1,1153,439
GCF_001566135.1,1250,982
GCF_001566155.1,1153,439
GCF_001566175.1,1153,439
GCF_001566195.1,1153,439
GCF_001566235.1,1250,982
GCF_001566255.1,1250,982
GCF_001566275.1,1250,982
GCF_001566335.1,489,424
GCF_001566355.1,127,1055
GCF_001566365.1,127,1055
GCF_001566375.1,127,1055
GCF_001566385.1,127,1055
GCF_001566435.1,127,1055
GCF_001566445.1,127,1055
GCF_001566455.1,127,1055
GCF_001566465.1,127,1055
GCF_001566515.1,127,1055
GCF_001566525.1,127,1055
GCF_001566595.1,590,431
GCF_001566615.1,489,424
GCF_001566635.1,489,424
GCF_001566675.1,489,424
GCF_001566705.1,127,1055
GCF_001566905.1,1205,922
GCF_001566945.1,152,1062
GCF_001567095.1,629,1177
GCF_001567645.1,733,97
GCF_001567655.1,733,97
GCF_001567675.1,733,97
GCF_001567705.1,733,97
GCF_001567725.1,733,97
GCF_001567735.1,733,97
GCF_001567745.1,733,97
GCF_001567785.1,733,97
GCF_001567805.1,733,97
GCF_001567815.1,733,97
GCF_001567825.1,733,97
GCF_001567835.1,733,97
GCF_001567885.1,733,97
GCF_001567895.1,733,97
GCF_001567905.1,733,97
GCF_001567945.1,733,97
GCF_001567965.1,733,97
GCF_001567975.1,733,97
GCF_001567985.1,733,97
GCF_001568025.1,733,97
GCF_001568045.1,733,97
GCF_001568065.1,733,97
GCF_001568075.1,733,97
GCF_001568105.1,733,97
GCF_001568125.1,733,97
GCF_001568135.1,733,97
GCF_001568155.1,733,97
GCF_001568175.1,733,97
GCF_001568205.1,733,97
GCF_001568215.1,733,97
GCF_001568225.1,733,97
GCF_001568265.1,733,97
GCF_001568285.1,733,97
GCF_001568295.1,732,98
GCF_001568305.1,732,98
GCF_001568325.1,738,99
GCF_001568365.1,739,100
GCF_001568375.1,739,100
GCF_001568405.1,740,101
GCF_001568415.1,740,101
GCF_001568445.1,732,98
GCF_001568455.1,730,102
GCF_001568485.1,732,98
GCF_001568495.1,732,98
GCF_001568525.1,733,97
GCF_001568535.1,733,97
GCF_001568565.1,733,97
GCF_001568575.1,733,97
GCF_001568605.1,733,97
GCF_001568615.1,733,97
GCF_001568645.1,733,97
GCF_001568655.1,733,97
GCF_001568685.1,733,97
GCF_001568695.1,733,97
GCF_001568725.1,733,97
GCF_001568735.1,733,97
GCF_001568765.1,733,97
GCF_001568775.1,733,97
GCF_001568805.1,733,97
GCF_001568815.1,733,97
GCF_001568845.1,733,97
GCF_001568855.1,733,97
GCF_001568885.1,733,97
GCF_001568905.1,740,101
GCF_001568915.1,740,101
GCF_001568935.1,733,97
GCF_001568965.1,733,97
GCF_001568985.1,733,97
GCF_001568995.1,733,97
GCF_001569005.1,733,97
GCF_001569045.1,733,97
GCF_001569065.1,733,97
GCF_001569075.1,733,97
GCF_001569105.1,733,97
GCF_001569125.1,733,97
GCF_001569145.1,732,98
GCF_001569155.1,732,98
GCF_001569165.1,738,99
GCF_001569205.1,738,99
GCF_001569215.1,738,99
GCF_001569225.1,738,99
GCF_001569265.1,739,100
GCF_001569285.1,739,100
GCF_001569295.1,739,100
GCF_001569305.1,739,100
GCF_001569335.1,739,100
GCF_001569365.1,740,101
GCF_001569375.1,740,101
GCF_001569385.1,740,101
GCF_001569395.1,730,102
GCF_001569445.1,730,102
GCF_001569455.1,732,98
GCF_001569465.1,732,98
GCF_001569485.1,732,98
GCF_001569525.1,740,101
GCF_001569545.1,1153,439
GCF_001569565.1,1153,439
GCF_001569585.1,1153,439
GCF_001569605.1,1153,439
GCF_001569625.1,1153,439
GCF_001569645.1,1153,439
GCF_001569665.1,1153,439
GCF_001569685.1,1153,439
GCF_001569705.1,1153,439
GCF_001569725.1,1153,439
GCF_001569745.1,1153,439
GCF_001569765.1,1153,439
GCF_001569785.1,1153,439
GCF_001569805.1,1153,439
GCF_001569825.1,1153,439
GCF_001569845.1,1153,439
GCF_001569865.1,1153,439
GCF_001569885.1,1153,439
GCF_001569905.1,1153,439
GCF_001569925.1,1153,439
GCF_001569945.1,1153,439
GCF_001569965.1,1153,439
GCF_001569985.1,1153,439
GCF_001570025.1,1153,439
GCF_001570045.1,1153,439
GCF_001570065.1,1153,439
GCF_001570085.1,1153,439
GCF_001570105.1,1153,439
GCF_001570125.1,1153,439
GCF_001570145.1,1153,439
GCF_001570165.1,1153,439
GCF_001570185.1,1153,439
GCF_001570205.1,1153,439
GCF_001570225.1,1153,439
GCF_001570245.1,1153,439
GCF_001570265.1,1153,439
GCF_001570285.1,1153,439
GCF_001570305.1,1153,439
GCF_001570325.1,1153,439
GCF_001570345.1,1153,439
GCF_001570465.1,813,843
GCF_001570505.1,833,848
GCF_001570665.1,748,899
GCF_001570685.1,635,238
GCF_001570785.1,414,1415
GCF_001570865.1,592,1146
GCF_001571025.1,384,1268
GCF_001571065.1,429,803
GCF_001571105.1,118,262
GCF_001571165.1,568,728
GCF_001571185.1,578,715
GCF_001571205.1,574,224
GCF_001571245.1,7,140
GCF_001571485.1,489,424
GCF_001571495.1,489,424
GCF_001571505.1,489,424
GCF_001571545.2,588,429
GCF_001571565.1,489,424
GCF_001571575.1,489,424
GCF_001571585.1,489,424
GCF_001571595.1,489,424
GCF_001571645.1,489,424
GCF_001571665.1,489,424
GCF_001571675.1,489,424
GCF_001571685.1,489,424
GCF_001571725.1,489,424
GCF_001571745.1,489,424
GCF_001571755.1,489,424
GCF_001571805.1,489,424
GCF_001571825.1,489,424
GCF_001571835.1,489,424
GCF_001571845.1,489,424
GCF_001571885.1,489,424
GCF_001571905.1,489,424
GCF_001571915.1,489,424
GCF_001571925.1,489,424
GCF_001571965.1,489,424
GCF_001571985.1,489,424
GCF_001571995.1,489,424
GCF_001572005.1,489,424
GCF_001572045.1,489,424
GCF_001572105.1,1421,228
GCF_001572115.1,1296,1394
GCF_001572135.1,489,424
GCF_001572145.1,489,424
GCF_001572185.1,489,424
GCF_001572205.1,489,424
GCF_001572215.1,489,424
GCF_001572245.1,489,424
GCF_001572265.1,489,424
GCF_001572285.1,489,424
GCF_001572295.1,489,424
GCF_001572325.1,489,424
GCF_001572345.1,489,424
GCF_001572365.1,489,424
GCF_001572375.1,489,424
GCF_001572405.1,489,424
GCF_001572425.1,489,424
GCF_001572445.1,489,424
GCF_001572455.1,489,424
GCF_001572485.1,489,424
GCF_001572505.1,489,424
GCF_001572525.1,489,424
GCF_001572535.1,489,424
GCF_001572565.1,489,424
GCF_001572585.1,489,424
GCF_001572605.1,489,424
GCF_001572615.1,489,424
GCF_001572635.1,489,424
GCF_001572665.1,657,1161
GCF_001572685.1,1258,977
GCF_001572725.1,1166,447
GCF_001572745.1,397,592
GCF_001572765.1,397,592
GCF_001572805.1,650,1165
