genus,species,ngenomes,migration_dst_idxs1,migration_ndropped,migration_single_dst,migration_1to1,migration_identical
Rhodanobacter,thiooxydans,2,1185,0,True,True,True
Rhodobacter,capsulatus,9,813,0,True,True,True
Rhodobacter,sphaeroides,7,814,0,True,True,True
Rhodococcus,equi,4,1338,0,True,True,True
Rhodococcus,erythropolis,9,1337,0,True,True,True
Rhodococcus,fascians,21,1335,0,True,True,True
Rhodococcus,pyridinivorans,3,1339,0,True,True,True
Rhodococcus,qingshengii,3,1340,0,True,True,True
Rhodococcus,ruber,3,1336,0,True,True,True
Rhodonellum,psychrophilum,2,726,0,True,True,True
Rhodopirellula,baltica,4,968,0,True,True,True
Rhodopirellula,europaea,2,967,0,True,True,True
Rhodospirillum,rubrum,2,826,0,True,True,True
Rhodothermus,marinus,3,707,0,True,True,True
Rhodovulum,sulfidophilum,4,883,0,True,True,True
Richelia,intracellularis,2,77,0,True,True,True
Rickettsia,amblyommii,4,600,0,True,True,True
Rickettsia,australis,2,598,0,True,True,True
Rickettsia,bellii,4,601,0,True,True,True
Rickettsia,canadensis,2,599,0,True,True,True
Rickettsia,conorii,3,594,0,True,True,True
Rickettsia,felis,4,603,0,True,True,True
Rickettsia,hoogstraalii,2,593,0,True,True,True
Rickettsia,japonica,2,604,0,True,True,True
Rickettsia,parkeri,4,605,0,True,True,True
Rickettsia,prowazekii,12,595,0,True,True,True
Rickettsia,rhipicephali,2,602,0,True,True,True
Rickettsia,rickettsii,10,596,0,True,True,True
Rickettsia,sibirica,3,606,0,True,True,True
Rickettsia,slovaca,2,607,0,True,True,True
Rickettsia,typhi,3,597,0,True,True,True
Riemerella,anatipestifer,13,1007,0,True,True,True
Roseburia,inulinivorans,2,692,0,True,True,True
Roseomonas,mucosa,2,216,0,True,True,True
Rothia,aeria,2,1143,0,True,True,True
Rothia,dentocariosa,6,1144,0,True,True,True
Rothia,mucilaginosa,18,1145,0,True,True,True
Rubrivivax,benzoatilyticus,2,1109,0,True,True,True
Rubrivivax,gelatinosus,2,1108,0,True,True,True
Ruegeria,atlantica,2,613,0,True,True,True
Ruegeria,mobilis,2,478,0,True,True,True
Ruminiclostridium,[Clostridium] clariflavum,2,537,0,True,True,True
Ruminiclostridium,[Clostridium] josui,2,1009,0,True,True,True
Ruminiclostridium,[Clostridium] stercorarium,2,535,0,True,True,True
Ruminiclostridium,[Eubacterium] siraeum,2,1,0,True,True,True
Ruminiclostridium,thermocellum,7,536,0,True,True,True
Ruminococcus,albus,4,912,0,True,True,True
Ruminococcus,champanellensis,2,913,0,True,True,True
Ruminococcus,lactaris,2,1313,0,True,True,True
Ruthia,magnifica,2,1207,0,True,True,True
Saccharicrinis,fermentans,2,113,0,True,True,True
Saccharomonospora,azurea,2,1358,0,True,True,True
Saccharomonospora,viridis,2,1359,0,True,True,True
Saccharopolyspora,erythraea,3,1348,0,True,True,True
Saccharopolyspora,rectivirgula,2,1349,0,True,True,True
Salinibacter,ruber,2,1148,0,True,True,True
Salinispora,arenicola,44,570,0,True,True,True
Salinispora,pacifica,37,"567, 568, 569, 572, 573",0,False,False,False
Salinispora,tropica,11,571,0,True,True,True
Salinivibrio,socompensis,2,95,0,True,True,True
Salmonella,bongori,3,440,0,True,True,True
Salmonella,enterica,4650,439,0,True,True,True
Sanguibacteroides,justesenii,2,693,0,True,True,True
Scardovia,inopinata,2,1151,0,True,True,True
Scardovia,wiggsiae,2,1150,0,True,True,True
Selenomonas,artemidis,2,734,0,True,True,True
Selenomonas,bovis,2,733,0,True,True,True
Selenomonas,noxia,2,731,0,True,True,True
Selenomonas,sputigena,2,732,0,True,True,True
Serratia,fonticola,6,448,0,True,True,True
Serratia,grimesii,2,445,0,True,True,True
Serratia,liquefaciens,5,443,0,True,True,True
Serratia,marcescens,282,444,0,True,True,True
Serratia,plymuthica,8,446,0,True,True,True
Serratia,rubidaea,3,447,0,True,True,True
Serratia,symbiotica,2,449,0,True,True,True
Shewanella,algae,4,15,0,True,True,True
Shewanella,baltica,9,14,0,True,True,True
Shewanella,frigidimarina,2,16,0,True,True,True
Shewanella,putrefaciens,3,13,0,True,True,True
Shigella,boydii,13,450,0,True,True,True
Shigella,dysenteriae,6,451,0,True,True,True
Shigella,flexneri,104,452,0,True,True,True
Shigella,sonnei,563,453,0,True,True,True
Shimwellia,blattae,2,110,0,True,True,True
Simiduia,agarivorans,2,742,0,True,True,True
Singulisphaera,acidiphila,2,910,0,True,True,True
Sinorhizobium,fredii,10,1122,0,True,True,True
Sinorhizobium,medicae,6,1124,0,True,True,True
Sinorhizobium,meliloti,28,1123,0,True,True,True
Smaragdicoccus,niigatensis,2,577,0,True,True,True
Snodgrassella,alvi,2,1183,0,True,True,True
Solibacillus,silvestris,2,1196,0,True,True,True
Solobacterium,moorei,2,366,0,True,True,True
Sorangium,cellulosum,4,559,0,True,True,True
Sphingobacterium,spiritivorum,2,1341,0,True,True,True
Sphingobium,baderi,2,1361,0,True,True,True
Sphingobium,chlorophenolicum,3,1362,0,True,True,True
Sphingobium,herbicidovorans,2,1360,0,True,True,True
Sphingobium,xenophagum,2,1364,0,True,True,True
Sphingobium,yanoikuyae,6,1363,0,True,True,True
Sphingomonas,melonis,4,1087,0,True,True,True
Sphingomonas,paucimobilis,2,1088,0,True,True,True
Sphingomonas,wittichii,2,1086,0,True,True,True
Sphingopyxis,macrogoltabida,2,1368,0,True,True,True
Sphingopyxis,terrae,2,1369,0,True,True,True
Spirochaeta,thermophila,2,80,0,True,True,True
Spiroplasma,melliferum,2,57,0,True,True,True
Spiroplasma,mirum,2,58,0,True,True,True
Sporolactobacillus,terrae,2,18,0,True,True,True
Sporolactobacillus,vineae,2,17,0,True,True,True
Sporomusa,ovata,2,239,0,True,True,True
Staphylococcus,agnetis,2,932,0,True,True,True
Staphylococcus,aureus,6497,922,0,True,True,True
Staphylococcus,caprae,3,936,0,True,True,True
Staphylococcus,carnosus,3,923,0,True,True,True
Staphylococcus,cohnii,4,937,0,True,True,True
Staphylococcus,condimenti,2,935,0,True,True,True
Staphylococcus,epidermidis,306,924,0,True,True,True
Staphylococcus,equorum,4,921,0,True,True,True
Staphylococcus,haemolyticus,129,925,0,True,True,True
Staphylococcus,hominis,9,928,0,True,True,True
Staphylococcus,lugdunensis,11,933,0,True,True,True
Staphylococcus,massiliensis,2,940,0,True,True,True
Staphylococcus,pseudintermedius,6,939,0,True,True,True
Staphylococcus,saprophyticus,7,938,0,True,True,True
Staphylococcus,schleiferi,5,930,0,True,True,True
Staphylococcus,schweitzeri,2,941,0,True,True,True
Staphylococcus,sciuri,9,931,0,True,True,True
Staphylococcus,simulans,5,926,0,True,True,True
Staphylococcus,succinus,2,934,0,True,True,True
Staphylococcus,warneri,14,929,0,True,True,True
Staphylococcus,xylosus,5,927,0,True,True,True
Stenotrophomonas,acidaminiphila,2,1094,0,True,True,True
Stenotrophomonas,maltophilia,100,1095,0,True,True,True
Stigmatella,aurantiaca,2,21,0,True,True,True
Streptacidiphilus,albus,2,816,0,True,True,True
Streptococcus,agalactiae,622,980,0,True,True,True
Streptococcus,anginosus,12,985,0,True,True,True
Streptococcus,australis,2,1004,0,True,True,True
Streptococcus,constellatus,6,997,0,True,True,True
Streptococcus,cristatus,3,1003,0,True,True,True
Streptococcus,dysgalactiae,14,986,0,True,True,True
Streptococcus,equi,243,988,0,True,True,True
Streptococcus,equinus,7,987,0,True,True,True
Streptococcus,gallolyticus,7,1000,0,True,True,True
Streptococcus,gordonii,20,973,0,True,True,True
Streptococcus,infantarius,2,1001,0,True,True,True
Streptococcus,iniae,5,992,0,True,True,True
Streptococcus,intermedius,3,989,0,True,True,True
Streptococcus,massiliensis,2,996,0,True,True,True
Streptococcus,mitis,4,998,0,True,True,True
Streptococcus,mutans,171,981,0,True,True,True
Streptococcus,oralis,8,974,0,True,True,True
Streptococcus,parasanguinis,28,984,0,True,True,True
Streptococcus,parauberis,13,993,0,True,True,True
Streptococcus,pasteurianus,5,972,0,True,True,True
Streptococcus,phocae,2,1002,0,True,True,True
Streptococcus,pneumoniae,7099,982,0,True,True,True
Streptococcus,pseudopneumoniae,11,999,0,True,True,True
Streptococcus,pseudoporcinus,2,971,0,True,True,True
Streptococcus,pyogenes,249,983,0,True,True,True
Streptococcus,ratti,2,990,0,True,True,True
Streptococcus,salivarius,17,975,0,True,True,True
Streptococcus,sanguinis,27,976,0,True,True,True
Streptococcus,sobrinus,46,979,0,True,True,True
Streptococcus,suis,853,977,0,True,True,True
Streptococcus,thermophilus,15,978,0,True,True,True
Streptococcus,uberis,13,994,0,True,True,True
Streptococcus,urinalis,2,995,0,True,True,True
Streptococcus,vestibularis,3,991,0,True,True,True
Streptomyces,acidiscabies,3,1373,0,True,True,True
Streptomyces,albulus,4,1400,0,True,True,True
Streptomyces,albus,6,1383,0,True,True,True
Streptomyces,ambofaciens,2,1384,0,True,True,True
Streptomyces,anulatus,2,1385,0,True,True,True
Streptomyces,aureocirculatus,2,1377,0,True,True,True
Streptomyces,aureofaciens,4,11,0,True,True,True
Streptomyces,avermitilis,4,1372,0,True,True,True
Streptomyces,bicolor,2,1375,0,True,True,True
Streptomyces,bikiniensis,3,1386,0,True,True,True
Streptomyces,bottropensis,2,1374,0,True,True,True
Streptomyces,californicus,3,1379,0,True,False,False
Streptomyces,cattleya,2,1405,0,True,True,True
Streptomyces,clavuligerus,3,1387,0,True,True,True
Streptomyces,decoyicus,2,1403,0,True,True,True
Streptomyces,europaeiscabiei,3,1409,0,True,True,True
Streptomyces,exfoliatus,2,1388,0,True,True,True
Streptomyces,filamentosus,2,1378,0,True,True,True
Streptomyces,fradiae,2,1389,0,True,True,True
Streptomyces,griseoruber,2,1396,0,True,True,True
Streptomyces,griseus,4,1390,0,True,True,True
Streptomyces,hygroscopicus,6,1391,0,True,True,True
Streptomyces,leeuwenhoekii,3,1404,0,True,True,True
Streptomyces,lividans,3,1392,0,True,True,True
Streptomyces,natalensis,2,1397,0,True,True,True
Streptomyces,pluripotens,2,1401,0,True,True,True
Streptomyces,pristinaespiralis,2,1407,0,True,True,True
Streptomyces,puniceus,2,1379,0,True,False,False
Streptomyces,pyridomyceticus,2,1398,0,True,True,True
Streptomyces,resistomycificus,3,1380,0,True,True,True
Streptomyces,rimosus,33,1393,0,True,True,True
Streptomyces,rubellomurinus,2,1408,0,True,True,True
Streptomyces,ruber,2,1376,0,True,True,True
Streptomyces,scabiei,11,1394,0,True,True,True
Streptomyces,stelliscabiei,2,1410,0,True,True,True
Streptomyces,turgidiscabies,2,1402,0,True,True,True
Streptomyces,varsoviensis,2,1381,0,True,True,True
Streptomyces,venezuelae,2,1406,0,True,True,True
Streptomyces,viridochromogenes,3,1395,0,True,True,True
Streptomyces,vitaminophilus,2,1399,0,True,True,True
Streptomyces,xanthophaeus,2,1382,0,True,True,True
Streptosporangium,roseum,2,1423,0,True,True,True
Sulfitobacter,donghicola,2,562,0,True,True,True
Sulfitobacter,mediterraneus,2,561,0,True,True,True
Sulfobacillus,thermosulfidooxidans,2,1093,0,True,True,True
Sulfurimonas,gotlandica,2,94,0,True,True,True
Sulfurospirillum,cavolei,2,227,0,True,True,True
Sutterella,wadsworthensis,2,1197,0,True,True,True
Synechococcus,elongatus,2,840,0,True,True,True
Tannerella,forsythia,4,1082,0,True,True,True
Tatlockia,micdadei,2,323,0,True,True,True
Tatumella,ptyseos,2,815,0,True,True,True
Taylorella,asinigenitalis,2,710,0,True,True,True
Taylorella,equigenitalis,5,711,0,True,True,True
Tepidanaerobacter,acetatoxydans,2,1156,0,True,True,True
Tepidimonas,taiwanensis,2,1188,0,True,True,True
Teredinibacter,turnerae,9,273,0,True,True,True
Terrisporobacter,glycolicus,2,265,0,True,True,True
Tetragenococcus,halophilus,2,324,0,True,True,True
Tetragenococcus,muriaticus,3,325,0,True,True,True
Thalassobacter,stenotrophicus,2,428,0,True,True,True
Thalassobius,mediterraneus,2,46,0,True,True,True
Thalassolituus,oleivorans,2,838,0,True,True,True
Thalassospira,xiamenensis,3,741,0,True,True,True
Thauera,linaloolentis,2,215,0,True,True,True
Thermacetogenium,phaeum,2,866,0,True,True,True
Thermoanaerobacter,ethanolicus,2,1294,0,True,True,True
Thermoanaerobacter,thermocopriae,2,1295,0,True,True,True
Thermoanaerobacterium,thermosaccharolyticum,2,141,0,True,True,True
Thermobifida,fusca,3,1296,0,True,True,True
Thermodesulfobacterium,commune,2,1291,0,True,True,True
Thermodesulfovibrio,aggregans,2,1205,0,True,True,True
Thermosipho,africanus,2,264,0,True,True,True
Thermotoga,maritima,6,213,0,True,True,True
Thermotoga,neapolitana,2,214,0,True,True,True
Thermus,aquaticus,3,170,0,True,True,True
Thermus,oshimai,2,174,0,True,True,True
Thermus,parvatiensis,2,173,0,True,True,True
Thermus,scotoductus,4,172,0,True,True,True
Thermus,thermophilus,3,171,0,True,True,True
Tistrella,mobilis,2,1118,0,True,True,True
Trabulsiella,odontotermitis,7,842,0,True,True,True
Treponema,denticola,16,87,0,True,True,True
Treponema,pallidum,14,88,0,True,True,True
Treponema,pedis,6,92,0,True,True,True
Treponema,phagedenis,3,89,0,True,True,True
Treponema,socranskii,2,91,0,True,True,True
Treponema,vincentii,2,90,0,True,True,True
Tropheryma,whipplei,19,1431,0,True,True,True
Trueperella,pyogenes,4,305,0,True,True,True
Turicella,otitidis,3,1272,0,True,True,True
Ureaplasma,parvum,6,56,0,True,True,True
Ureaplasma,urealyticum,14,55,0,True,True,True
Varibaculum,cambriense,2,418,0,True,True,True
Variovorax,paradoxus,11,1006,0,True,True,True
Veillonella,atypica,4,611,0,True,True,True
Veillonella,montpellierensis,2,612,0,True,True,True
Veillonella,parvula,5,610,0,True,True,True
Verrucosispora,maris,2,454,0,True,True,True
Vibrio,albensis,3,503,0,True,False,False
Vibrio,alginolyticus,21,"513, 502",0,False,False,False
Vibrio,anguillarum,4,527,0,True,True,True
Vibrio,azureus,2,522,0,True,True,True
Vibrio,breoganii,3,521,0,True,True,True
Vibrio,campbellii,17,509,0,True,True,True
Vibrio,cholerae,437,503,0,True,False,False
Vibrio,coralliilyticus,6,515,0,True,True,True
Vibrio,crassostreae,14,501,0,True,True,True
Vibrio,cyclitrophicus,21,528,0,True,True,True
Vibrio,fluvialis,4,508,0,True,True,True
Vibrio,furnissii,3,523,0,True,True,True
Vibrio,harveyi,27,504,0,True,True,True
Vibrio,hyugaensis,3,517,0,True,True,True
Vibrio,metoecus,5,529,0,True,True,True
Vibrio,mimicus,10,506,0,True,True,True
Vibrio,natriegens,3,511,0,True,True,True
Vibrio,navarrensis,4,524,0,True,True,True
Vibrio,nereis,2,512,0,True,True,True
Vibrio,nigripulchritudo,14,519,0,True,True,True
Vibrio,orientalis,2,520,0,True,True,True
Vibrio,owensii,6,500,0,True,True,True
Vibrio,parahaemolyticus,474,505,0,True,True,True
Vibrio,renipiscarius,2,518,0,True,True,True
Vibrio,rotiferianus,3,516,0,True,True,True
Vibrio,shilonii,2,510,0,True,True,True
Vibrio,sinaloensis,4,514,0,True,True,True
Vibrio,splendidus,16,525,0,True,True,True
Vibrio,tasmaniensis,6,530,1,True,True,False
Vibrio,tubiashii,3,526,0,True,True,True
Vibrio,vulnificus,37,507,0,True,True,True
Virgibacillus,halodenitrificans,2,304,0,True,True,True
Waddlia,chondrophila,2,1429,0,True,True,True
Weissella,ceti,4,872,0,True,True,True
Weissella,cibaria,6,873,0,True,True,True
Weissella,confusa,2,870,0,True,True,True
Weissella,halotolerans,3,871,0,True,True,True
Weissella,koreensis,2,869,0,True,True,True
Wenxinia,marina,2,272,0,True,True,True
Wohlfahrtiimonas,chitiniclastica,4,691,0,True,True,True
Wolbachia,endosymbiont of Culex quinquefasciatus,2,724,0,True,True,True
Wolbachia,endosymbiont of Drosophila melanogaster,2,725,0,True,True,True
Xanthomonas,albilineans,15,246,0,True,True,True
Xanthomonas,alfalfae,3,247,0,True,False,False
Xanthomonas,arboricola,6,248,0,True,False,False
Xanthomonas,axonopodis,79,245,0,True,True,True
Xanthomonas,campestris,29,"248, 241, 251",0,False,False,False
Xanthomonas,citri,51,243,0,True,False,False
Xanthomonas,euvesicatoria,29,247,0,True,False,False
Xanthomonas,fuscans,18,243,0,True,False,False
Xanthomonas,gardneri,11,249,0,True,True,True
Xanthomonas,oryzae,25,244,0,True,True,True
Xanthomonas,perforans,33,240,0,True,True,True
Xanthomonas,sacchari,2,250,0,True,True,True
Xanthomonas,translucens,29,242,0,True,True,True
Xanthomonas,vasicola,12,251,0,True,False,False
Xanthomonas,vesicatoria,5,252,0,True,True,True
Xenorhabdus,bovienii,11,456,0,True,True,True
Xenorhabdus,nematophila,4,455,0,True,True,True
Xylella,fastidiosa,28,228,0,True,True,True
Yersinia,aldovae,6,469,0,True,True,True
Yersinia,aleksiciae,2,466,0,True,True,True
Yersinia,bercovieri,3,464,0,True,True,True
Yersinia,enterocolitica,140,461,0,True,True,True
Yersinia,frederiksenii,22,470,0,True,True,True
Yersinia,intermedia,14,462,0,True,True,True
Yersinia,kristensenii,13,468,0,True,True,True
Yersinia,mollaretii,9,460,0,True,True,True
Yersinia,pekkanenii,2,467,0,True,True,True
Yersinia,pestis,265,463,0,True,True,True
Yersinia,pseudotuberculosis,40,465,0,True,True,True
Yersinia,rohdei,6,471,0,True,True,True
Yersinia,ruckeri,9,472,0,True,True,True
Yersinia,similis,4,474,0,True,True,True
Yersinia,wautersii,3,473,0,True,True,True
Yokenella,regensburgei,2,860,0,True,True,True
Zymomonas,mobilis,9,398,0,True,True,True
