id,ncbi_id,name,rank,parent_id,in_v12,manual_threshold,report,key,is_leaf,plot_label
58,265,Paracoccus,genus,,true,NaN,true,ncbi/taxonomy/265,false,58 Paracoccus
59,270,Thermus,genus,,true,NaN,true,ncbi/taxonomy/270,false,59 Thermus
60,283,Comamonas,genus,,true,NaN,true,ncbi/taxonomy/283,false,60 Comamonas
61,286,Pseudomonas,genus,,true,NaN,true,ncbi/taxonomy/286,false,61 Pseudomonas
63,2335,Thermotoga,genus,,true,NaN,true,ncbi/taxonomy/2335,false,63 Thermotoga
64,33057,Thauera,genus,,true,NaN,true,ncbi/taxonomy/33057,false,64 Thauera
65,125216,Roseomonas,genus,,true,NaN,true,ncbi/taxonomy/125216,false,65 Roseomonas
66,1792291,Marinagarivorans,genus,,true,NaN,true,ncbi/taxonomy/1792291,false,66 Marinagarivorans
67,2582840,Desulfocurvibacter,genus,,true,NaN,true,ncbi/taxonomy/2582840,false,67 Desulfocurvibacter
68,129337,Geobacillus,genus,,true,NaN,true,ncbi/taxonomy/129337,false,68 Geobacillus
69,41275,Brevundimonas,genus,,true,NaN,true,ncbi/taxonomy/41275,false,69 Brevundimonas
70,47420,Hydrogenophaga,genus,,true,NaN,true,ncbi/taxonomy/47420,false,70 Hydrogenophaga
71,1745211,Chania,genus,,true,NaN,true,ncbi/taxonomy/1745211,false,71 Chania
72,239934,Akkermansia,genus,,true,NaN,true,ncbi/taxonomy/239934,false,72 Akkermansia
73,57665,Sulfurospirillum,genus,,true,NaN,true,ncbi/taxonomy/57665,false,73 Sulfurospirillum
74,2370,Xylella,genus,,true,NaN,true,ncbi/taxonomy/2370,false,74 Xylella
75,2742598,Limosilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2742598,false,75 Limosilactobacillus
76,2375,Sporomusa,genus,,true,NaN,true,ncbi/taxonomy/2375,false,76 Sporomusa
77,338,Xanthomonas,genus,,true,NaN,true,ncbi/taxonomy/338,false,77 Xanthomonas
79,59735,Bergeyella,genus,,true,NaN,true,ncbi/taxonomy/59735,false,79 Bergeyella
80,909656,Phocaeicola,genus,,true,NaN,true,ncbi/taxonomy/909656,false,80 Phocaeicola
81,59738,Marinilabilia,genus,,true,NaN,true,ncbi/taxonomy/59738,false,81 Marinilabilia
82,43356,Kutzneria,genus,,true,NaN,true,ncbi/taxonomy/43356,false,82 Kutzneria
83,352,Azotobacter,genus,,true,NaN,true,ncbi/taxonomy/352,false,83 Azotobacter
84,357,Agrobacterium,genus,,true,NaN,true,ncbi/taxonomy/357,false,84 Agrobacterium
85,2420,Thermosipho,genus,,true,NaN,true,ncbi/taxonomy/2420,false,85 Thermosipho
86,1505652,Terrisporobacter,genus,,true,NaN,true,ncbi/taxonomy/1505652,false,86 Terrisporobacter
87,374,Bradyrhizobium,genus,,true,NaN,true,ncbi/taxonomy/374,false,87 Bradyrhizobium
88,653686,Wenxinia,genus,,true,NaN,true,ncbi/taxonomy/653686,false,88 Wenxinia
89,2425,Teredinibacter,genus,,true,NaN,true,ncbi/taxonomy/2425,false,89 Teredinibacter
90,379,Rhizobium,genus,,true,NaN,true,ncbi/taxonomy/379,false,90 Rhizobium
91,1827195,Caballeronia,genus,,true,NaN,true,ncbi/taxonomy/1827195,false,91 Caballeronia
92,203133,Propionimicrobium,genus,,true,NaN,true,ncbi/taxonomy/203133,false,92 Propionimicrobium
93,1505663,Erysipelatoclostridium,genus,,true,NaN,true,ncbi/taxonomy/1505663,false,93 Erysipelatoclostridium
94,1276290,Caldibacillus,genus,,true,NaN,true,ncbi/taxonomy/1276290,false,94 Caldibacillus
95,201096,Alicycliphilus,genus,,true,NaN,true,ncbi/taxonomy/201096,false,95 Alicycliphilus
96,207244,Anaerostipes,genus,,true,NaN,true,ncbi/taxonomy/207244,false,96 Anaerostipes
97,407,Methylobacterium,genus,,true,NaN,true,ncbi/taxonomy/407,false,97 Methylobacterium
99,1434011,Komagataeibacter,genus,,true,NaN,true,ncbi/taxonomy/1434011,false,99 Komagataeibacter
100,413,Methylococcus,genus,,true,NaN,true,ncbi/taxonomy/413,false,100 Methylococcus
101,217510,Fulvimarina,genus,,true,NaN,true,ncbi/taxonomy/217510,false,101 Fulvimarina
102,429,Methylobacter,genus,,true,NaN,true,ncbi/taxonomy/429,false,102 Methylobacter
103,1847725,Lawsonella,genus,,true,NaN,true,ncbi/taxonomy/1847725,false,103 Lawsonella
104,289201,Pontibacillus,genus,,true,NaN,true,ncbi/taxonomy/289201,false,104 Pontibacillus
105,434,Acetobacter,genus,,true,NaN,true,ncbi/taxonomy/434,false,105 Acetobacter
106,182709,Oceanobacillus,genus,,true,NaN,true,ncbi/taxonomy/182709,false,106 Oceanobacillus
107,84406,Virgibacillus,genus,,true,NaN,true,ncbi/taxonomy/84406,false,107 Virgibacillus
108,1069494,Trueperella,genus,,true,NaN,true,ncbi/taxonomy/1069494,false,108 Trueperella
109,1653174,Actinotignum,genus,,true,NaN,true,ncbi/taxonomy/1653174,false,109 Actinotignum
110,441,Gluconobacter,genus,,true,NaN,true,ncbi/taxonomy/441,false,110 Gluconobacter
111,445,Legionella,genus,,true,NaN,true,ncbi/taxonomy/445,false,111 Legionella
112,461,Fluoribacter,genus,,true,NaN,true,ncbi/taxonomy/461,false,112 Fluoribacter
113,465,Tatlockia,genus,,true,NaN,true,ncbi/taxonomy/465,false,113 Tatlockia
114,51668,Tetragenococcus,genus,,true,NaN,true,ncbi/taxonomy/51668,false,114 Tetragenococcus
115,469,Acinetobacter,genus,,true,NaN,true,ncbi/taxonomy/469,false,115 Acinetobacter
116,475,Moraxella,genus,,true,NaN,true,ncbi/taxonomy/475,false,116 Moraxella
117,1849822,Paraclostridium,genus,,true,NaN,true,ncbi/taxonomy/1849822,false,117 Paraclostridium
118,2767327,Fannyhessea,genus,,true,NaN,true,ncbi/taxonomy/2767327,false,118 Fannyhessea
119,482,Neisseria,genus,,true,NaN,true,ncbi/taxonomy/482,false,119 Neisseria
120,377315,Mariprofundus,genus,,true,NaN,true,ncbi/taxonomy/377315,false,120 Mariprofundus
121,1849828,Paeniclostridium,genus,,true,NaN,true,ncbi/taxonomy/1849828,false,121 Paeniclostridium
122,123375,Solobacterium,genus,,true,NaN,true,ncbi/taxonomy/123375,false,122 Solobacterium
123,162289,Peptoniphilus,genus,,true,NaN,true,ncbi/taxonomy/162289,false,123 Peptoniphilus
124,497,Psychrobacter,genus,,true,NaN,true,ncbi/taxonomy/497,false,124 Psychrobacter
125,162291,Planomicrobium,genus,,true,NaN,true,ncbi/taxonomy/162291,false,125 Planomicrobium
126,375288,Parabacteroides,genus,,true,NaN,true,ncbi/taxonomy/375288,false,126 Parabacteroides
128,507,Alcaligenes,genus,,true,NaN,true,ncbi/taxonomy/507,false,128 Alcaligenes
129,2767358,Mycoplasmopsis,genus,,true,NaN,true,ncbi/taxonomy/2767358,false,129 Mycoplasmopsis
130,517,Bordetella,genus,,true,NaN,true,ncbi/taxonomy/517,false,130 Bordetella
131,150022,Finegoldia,genus,,true,NaN,true,ncbi/taxonomy/150022,false,131 Finegoldia
132,2038280,Robbsia,genus,,true,NaN,true,ncbi/taxonomy/2038280,false,132 Robbsia
133,522,Acidiphilium,genus,,true,NaN,true,ncbi/taxonomy/522,false,133 Acidiphilium
134,528,Ochrobactrum,genus,,true,NaN,true,ncbi/taxonomy/528,false,134 Ochrobactrum
135,1382931,Ardenticatena,genus,,true,NaN,true,ncbi/taxonomy/1382931,false,135 Ardenticatena
136,168470,Laribacter,genus,,true,NaN,true,ncbi/taxonomy/168470,false,136 Laribacter
137,535,Chromobacterium,genus,,true,NaN,true,ncbi/taxonomy/535,false,137 Chromobacterium
138,538,Eikenella,genus,,true,NaN,true,ncbi/taxonomy/538,false,138 Eikenella
139,541,Zymomonas,genus,,true,NaN,true,ncbi/taxonomy/541,false,139 Zymomonas
140,2675230,Cytobacillus,genus,,true,NaN,true,ncbi/taxonomy/2675230,false,140 Cytobacillus
142,544,Citrobacter,genus,,true,NaN,true,ncbi/taxonomy/544,false,142 Citrobacter
143,227873,Pannonibacter,genus,,true,NaN,true,ncbi/taxonomy/227873,false,143 Pannonibacter
144,2675234,Alkalihalobacillus,genus,,true,NaN,true,ncbi/taxonomy/2675234,false,144 Alkalihalobacillus
145,547,Enterobacter,genus,,true,NaN,true,ncbi/taxonomy/547,false,145 Enterobacter
146,2675232,Neobacillus,genus,,true,NaN,true,ncbi/taxonomy/2675232,false,146 Neobacillus
147,184869,Varibaculum,genus,,true,NaN,true,ncbi/taxonomy/184869,false,147 Varibaculum
148,551,Erwinia,genus,,true,NaN,true,ncbi/taxonomy/551,false,148 Erwinia
150,568,Hafnia,genus,,true,NaN,true,ncbi/taxonomy/568,false,150 Hafnia
151,266808,Thalassobacter,genus,,true,NaN,true,ncbi/taxonomy/266808,false,151 Thalassobacter
152,570,Klebsiella,genus,,true,NaN,true,ncbi/taxonomy/570,false,152 Klebsiella
153,2755140,Pseudoleptotrichia,genus,,true,NaN,true,ncbi/taxonomy/2755140,false,153 Pseudoleptotrichia
154,581,Morganella,genus,,true,NaN,true,ncbi/taxonomy/581,false,154 Morganella
155,583,Proteus,genus,,true,NaN,true,ncbi/taxonomy/583,false,155 Proteus
156,586,Providencia,genus,,true,NaN,true,ncbi/taxonomy/586,false,156 Providencia
157,590,Salmonella,genus,,true,NaN,true,ncbi/taxonomy/590,false,157 Salmonella
158,543311,Parvimonas,genus,,true,NaN,true,ncbi/taxonomy/543311,false,158 Parvimonas
159,84567,Pedobacter,genus,,true,NaN,true,ncbi/taxonomy/84567,false,159 Pedobacter
160,613,Serratia,genus,,true,NaN,true,ncbi/taxonomy/613,false,160 Serratia
161,620,Shigella,,1950,true,0.0,true,ncbi/taxonomy/620,false,161 Shigella
162,84593,Verrucosispora,genus,,true,NaN,true,ncbi/taxonomy/84593,false,162 Verrucosispora
163,626,Xenorhabdus,genus,,true,NaN,true,ncbi/taxonomy/626,false,163 Xenorhabdus
164,12916,Acidovorax,genus,,true,NaN,true,ncbi/taxonomy/12916,false,164 Acidovorax
165,629,Yersinia,genus,,true,NaN,true,ncbi/taxonomy/629,false,165 Yersinia
166,635,Edwardsiella,genus,,true,NaN,true,ncbi/taxonomy/635,false,166 Edwardsiella
167,1649279,Epibacterium,genus,,true,NaN,true,ncbi/taxonomy/1649279,false,167 Epibacterium
168,642,Aeromonas,genus,,true,NaN,true,ncbi/taxonomy/642,false,168 Aeromonas
169,2701,Gardnerella,genus,,true,NaN,true,ncbi/taxonomy/2701,false,169 Gardnerella
170,1649295,Franconibacter,genus,,true,NaN,true,ncbi/taxonomy/1649295,false,170 Franconibacter
171,657,Photobacterium,genus,,true,NaN,true,ncbi/taxonomy/657,false,171 Photobacterium
172,662,Vibrio,genus,,true,NaN,true,ncbi/taxonomy/662,false,172 Vibrio
173,1573534,Faecalitalea,genus,,true,NaN,true,ncbi/taxonomy/1573534,false,173 Faecalitalea
174,55968,Leucobacter,genus,,true,NaN,true,ncbi/taxonomy/55968,false,174 Leucobacter
175,414371,Aureimonas,genus,,true,NaN,true,ncbi/taxonomy/414371,false,175 Aureimonas
176,428711,Jonquetella,genus,,true,NaN,true,ncbi/taxonomy/428711,false,176 Jonquetella
177,2304691,Thermoclostridium,genus,,true,NaN,true,ncbi/taxonomy/2304691,false,177 Thermoclostridium
178,2304692,Hungateiclostridium,genus,,true,NaN,true,ncbi/taxonomy/2304692,false,178 Hungateiclostridium
179,2742,Marinobacter,genus,,true,NaN,true,ncbi/taxonomy/2742,false,179 Marinobacter
180,762551,Jejuia,genus,,true,NaN,true,ncbi/taxonomy/762551,false,180 Jejuia
181,2745,Halomonas,genus,,true,NaN,true,ncbi/taxonomy/2745,false,181 Halomonas
182,2747,Carnobacterium,genus,,true,NaN,true,ncbi/taxonomy/2747,false,182 Carnobacterium
183,702,Plesiomonas,genus,,true,NaN,true,ncbi/taxonomy/702,false,183 Plesiomonas
184,68287,Mesorhizobium,genus,,true,NaN,true,ncbi/taxonomy/68287,false,184 Mesorhizobium
185,58050,Moritella,genus,,true,NaN,true,ncbi/taxonomy/58050,false,185 Moritella
186,2755,Brochothrix,genus,,true,NaN,true,ncbi/taxonomy/2755,false,186 Brochothrix
187,713,Actinobacillus,genus,,true,NaN,true,ncbi/taxonomy/713,false,187 Actinobacillus
188,724,Haemophilus,genus,,true,NaN,true,ncbi/taxonomy/724,false,188 Haemophilus
189,361177,Altererythrobacter,genus,,true,NaN,true,ncbi/taxonomy/361177,false,189 Altererythrobacter
190,39643,Sorangium,genus,,true,NaN,true,ncbi/taxonomy/39643,false,190 Sorangium
191,150247,Anoxybacillus,genus,,true,NaN,true,ncbi/taxonomy/150247,false,191 Anoxybacillus
192,60136,Sulfitobacter,genus,,true,NaN,true,ncbi/taxonomy/60136,false,192 Sulfitobacter
193,745,Pasteurella,genus,,true,NaN,true,ncbi/taxonomy/745,false,193 Pasteurella
194,305899,Endozoicomonas,genus,,true,NaN,true,ncbi/taxonomy/305899,false,194 Endozoicomonas
196,168694,Salinispora,genus,,true,NaN,true,ncbi/taxonomy/168694,false,196 Salinispora
197,768,Anaplasma,genus,,true,NaN,true,ncbi/taxonomy/768,false,197 Anaplasma
198,58113,Glycomyces,genus,,true,NaN,true,ncbi/taxonomy/58113,false,198 Glycomyces
199,613121,Smaragdicoccus,genus,,true,NaN,true,ncbi/taxonomy/613121,false,199 Smaragdicoccus
200,773,Bartonella,genus,,true,NaN,true,ncbi/taxonomy/773,false,200 Bartonella
201,776,Coxiella,genus,,true,NaN,true,ncbi/taxonomy/776,false,201 Coxiella
202,780,Rickettsia,genus,,true,NaN,true,ncbi/taxonomy/780,false,202 Rickettsia
203,1381133,Candidatus Profftella,genus,,true,NaN,true,ncbi/taxonomy/1381133,false,203 Candidatus Profftella
204,92944,Ketogulonicigenium,genus,,true,NaN,true,ncbi/taxonomy/92944,false,204 Ketogulonicigenium
205,29465,Veillonella,genus,,true,NaN,true,ncbi/taxonomy/29465,false,205 Veillonella
206,97050,Ruegeria,genus,,true,NaN,true,ncbi/taxonomy/97050,false,206 Ruegeria
207,365348,Pelosinus,genus,,true,NaN,true,ncbi/taxonomy/365348,false,207 Pelosinus
208,133925,Olsenella,genus,,true,NaN,true,ncbi/taxonomy/133925,false,208 Olsenella
209,810,Chlamydia,genus,,true,NaN,true,ncbi/taxonomy/810,false,209 Chlamydia
210,29487,Photorhabdus,genus,,true,NaN,true,ncbi/taxonomy/29487,false,210 Photorhabdus
211,816,Bacteroides,genus,,true,NaN,true,ncbi/taxonomy/816,false,211 Bacteroides
212,1649459,Hungatella,genus,,true,NaN,true,ncbi/taxonomy/1649459,false,212 Hungatella
213,670516,Mycobacteroides,genus,,true,NaN,true,ncbi/taxonomy/670516,false,213 Mycobacteroides
214,475960,Bellilinea,genus,,true,NaN,true,ncbi/taxonomy/475960,false,214 Bellilinea
215,475966,Leptolinea,genus,,true,NaN,true,ncbi/taxonomy/475966,false,215 Leptolinea
216,830,Butyrivibrio,genus,,true,NaN,true,ncbi/taxonomy/830,false,216 Butyrivibrio
217,832,Fibrobacter,genus,,true,NaN,true,ncbi/taxonomy/832,false,217 Fibrobacter
218,836,Porphyromonas,genus,,true,NaN,true,ncbi/taxonomy/836,false,218 Porphyromonas
219,838,Prevotella,genus,,true,NaN,true,ncbi/taxonomy/838,false,219 Prevotella
220,582472,Wohlfahrtiimonas,genus,,true,NaN,true,ncbi/taxonomy/582472,false,220 Wohlfahrtiimonas
221,841,Roseburia,genus,,true,NaN,true,ncbi/taxonomy/841,false,221 Roseburia
222,1635148,Sanguibacteroides,genus,,true,NaN,true,ncbi/taxonomy/1635148,false,222 Sanguibacteroides
223,848,Fusobacterium,genus,,true,NaN,true,ncbi/taxonomy/848,false,223 Fusobacterium
224,29521,Brachyspira,genus,,true,NaN,true,ncbi/taxonomy/29521,false,224 Brachyspira
225,76634,Mycetocola,genus,,true,NaN,true,ncbi/taxonomy/76634,false,225 Mycetocola
226,869,Dichelobacter,genus,,true,NaN,true,ncbi/taxonomy/869,false,226 Dichelobacter
227,872,Desulfovibrio,genus,,true,NaN,true,ncbi/taxonomy/872,false,227 Desulfovibrio
228,29548,Rhodothermus,genus,,true,NaN,true,ncbi/taxonomy/29548,false,228 Rhodothermus
229,478070,Labrenzia,genus,,true,NaN,true,ncbi/taxonomy/478070,false,229 Labrenzia
230,29574,Taylorella,genus,,true,NaN,true,ncbi/taxonomy/29574,false,230 Taylorella
231,904,Acidaminococcus,genus,,true,NaN,true,ncbi/taxonomy/904,false,231 Acidaminococcus
232,1637257,Mageeibacillus,genus,,true,NaN,true,ncbi/taxonomy/1637257,false,232 Mageeibacillus
233,906,Megasphaera,genus,,true,NaN,true,ncbi/taxonomy/906,false,233 Megasphaera
234,29580,Janthinobacterium,genus,,true,NaN,true,ncbi/taxonomy/29580,false,234 Janthinobacterium
235,363408,Nonlabens,genus,,true,NaN,true,ncbi/taxonomy/363408,false,235 Nonlabens
236,189330,Dorea,genus,,true,NaN,true,ncbi/taxonomy/189330,false,236 Dorea
237,160674,Raoultella,genus,,true,NaN,true,ncbi/taxonomy/160674,false,237 Raoultella
239,943,Ehrlichia,genus,,true,NaN,true,ncbi/taxonomy/943,false,239 Ehrlichia
240,953,Wolbachia,genus,,true,NaN,true,ncbi/taxonomy/953,false,240 Wolbachia
241,336827,Rhodonellum,genus,,true,NaN,true,ncbi/taxonomy/336827,false,241 Rhodonellum
242,963,Herbaspirillum,genus,,true,NaN,true,ncbi/taxonomy/963,false,242 Herbaspirillum
243,2094023,Glaesserella,genus,,true,NaN,true,ncbi/taxonomy/2094023,false,243 Glaesserella
244,970,Selenomonas,genus,,true,NaN,true,ncbi/taxonomy/970,false,244 Selenomonas
245,314318,Prolixibacter,genus,,true,NaN,true,ncbi/taxonomy/314318,false,245 Prolixibacter
246,41949,Candidatus Microthrix,genus,,true,NaN,true,ncbi/taxonomy/41949,false,246 Candidatus Microthrix
247,2767842,Lactiplantibacillus,genus,,true,NaN,true,ncbi/taxonomy/2767842,false,247 Lactiplantibacillus
248,168934,Thalassospira,genus,,true,NaN,true,ncbi/taxonomy/168934,false,248 Thalassospira
249,447467,Simiduia,genus,,true,NaN,true,ncbi/taxonomy/447467,false,249 Simiduia
250,35823,Arthrospira,genus,,true,NaN,true,ncbi/taxonomy/35823,false,250 Arthrospira
251,35832,Bilophila,genus,,true,NaN,true,ncbi/taxonomy/35832,false,251 Bilophila
252,1016,Capnocytophaga,genus,,true,NaN,true,ncbi/taxonomy/1016,false,252 Capnocytophaga
253,2767875,Agrilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767875,false,253 Agrilactobacillus
254,2767877,Apilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767877,false,254 Apilactobacillus
255,2767879,Companilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767879,false,255 Companilactobacillus
256,2767881,Fructilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767881,false,256 Fructilactobacillus
257,2767882,Furfurilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767882,false,257 Furfurilactobacillus
258,2767883,Holzapfelia,genus,,true,NaN,true,ncbi/taxonomy/2767883,false,258 Holzapfelia
259,39948,Dialister,genus,,true,NaN,true,ncbi/taxonomy/39948,false,259 Dialister
260,2767885,Latilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767885,false,260 Latilactobacillus
261,2767886,Levilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767886,false,261 Levilactobacillus
262,2767887,Ligilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767887,false,262 Ligilactobacillus
263,2767888,Liquorilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767888,false,263 Liquorilactobacillus
264,2767889,Loigolactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767889,false,264 Loigolactobacillus
265,2767890,Paucilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767890,false,265 Paucilactobacillus
266,2767891,Schleiferilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767891,false,266 Schleiferilactobacillus
267,2767892,Secundilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767892,false,267 Secundilactobacillus
268,2767893,Lentilactobacillus,genus,,true,NaN,true,ncbi/taxonomy/2767893,false,268 Lentilactobacillus
269,2692118,Winkia,genus,,true,NaN,true,ncbi/taxonomy/2692118,false,269 Winkia
270,1041,Erythrobacter,genus,,true,NaN,true,ncbi/taxonomy/1041,false,270 Erythrobacter
271,37914,Dietzia,genus,,true,NaN,true,ncbi/taxonomy/37914,false,271 Dietzia
272,2282523,Methylorubrum,genus,,true,NaN,true,ncbi/taxonomy/2282523,false,272 Methylorubrum
273,76831,Myroides,genus,,true,NaN,true,ncbi/taxonomy/76831,false,273 Myroides
274,54304,Planktothrix,genus,,true,NaN,true,ncbi/taxonomy/54304,false,274 Planktothrix
275,93217,Pandoraea,genus,,true,NaN,true,ncbi/taxonomy/93217,false,275 Pandoraea
276,76833,Actinobaculum,genus,,true,NaN,true,ncbi/taxonomy/76833,false,276 Actinobaculum
277,82980,Leminorella,genus,,true,NaN,true,ncbi/taxonomy/82980,false,277 Leminorella
278,1060,Rhodobacter,genus,,true,NaN,true,ncbi/taxonomy/1060,false,278 Rhodobacter
279,82986,Tatumella,genus,,true,NaN,true,ncbi/taxonomy/82986,false,279 Tatumella
280,228398,Streptacidiphilus,genus,,true,NaN,true,ncbi/taxonomy/228398,false,280 Streptacidiphilus
281,2759736,Lacticaseibacillus,genus,,true,NaN,true,ncbi/taxonomy/2759736,false,281 Lacticaseibacillus
282,1081,Rhodospirillum,genus,,true,NaN,true,ncbi/taxonomy/1081,false,282 Rhodospirillum
283,166974,Lechevalieria,genus,,true,NaN,true,ncbi/taxonomy/166974,false,283 Lechevalieria
284,490567,Arenimonas,genus,,true,NaN,true,ncbi/taxonomy/490567,false,284 Arenimonas
285,246861,Grimontia,genus,,true,NaN,true,ncbi/taxonomy/246861,false,285 Grimontia
286,33882,Microbacterium,genus,,true,NaN,true,ncbi/taxonomy/33882,false,286 Microbacterium
