diameter,outgoing_overlaps,incoming_overlaps
0.002335013,0,4
0.27565283,0,2
0.08990181,0,4
0.0014769491,0,2
0.0098588625,0,5
0.96020085,33,3
0.055023924,0,4
0.61751795,0,4
0.6072261,0,4
0.15200052,0,4
0.065416895,0,4
0.02303689,0,1
0.15088677,0,2
0.026809651,0,1
0.20404638,0,4
0.48990253,0,2
0.034849696,0,3
0.017984472,0,2
0.32578096,0,4
0.0014650226,0,2
0.00017699115,0,5
0.039846893,0,4
0.35115257,0,2
0.24043433,0,4
0.03851863,0,4
0.7536488,0,1
0.6035242,0,1
0.42223322,0,1
0.43069088,0,1
0.6480367,0,3
0.006305977,0,1
0.0009044862,0,1
0.59357125,0,2
0.49563274,0,2
0.40421632,0,2
0.5570028,0,1
0.3915396,0,2
0.6853183,0,3
0.14658804,0,2
0.6580906,0,2
0.2962925,0,2
0.27391508,0,2
0.36927122,0,0
0.006198929,0,1
0.5962594,0,1
0.1351527,0,0
0.92796147,0,1
0.0028146813,0,2
0.0026921195,0,1
0.97908324,0,2
0.6391223,0,1
0.4393612,0,2
0.1999179,0,1
